state_and_capital,geo_zone,date,average_price
Edo,South South,2019-11-01,144.84615384615384
Edo,South South,2019-12-01,144.69230769230768
Edo,South South,2020-01-01,144.82
Edo,South South,2020-02-01,145
Edo,South South,2020-03-01,144.8181818181818
Edo,South South,2020-04-01,125
Edo,South South,2020-05-01,128.64285714285714
Edo,South South,2020-06-01,130
Edo,South South,2020-07-01,144
Edo,South South,2020-08-01,148.55272727272725
Edo,South South,2020-09-01,160.79999999999998
Edo,South South,2020-10-01,161.006153846154
Edo,South South,2020-11-01,164.84615384615384
Edo,South South,2020-12-01,167
Edo,South South,2021-01-01,162.7
Edo,South South,2021-02-01,163.53846153846155
Edo,South South,2021-03-01,171.36363636363637
Edo,South South,2021-04-01,168
Edo,South South,2021-05-01,165.35714285714286
Edo,South South,2021-06-01,165.6
Edo,South South,2021-07-01,163.783636363636
Edo,South South,2021-08-01,166
Edo,South South,2021-09-01,167.3
Edo,South South,2021-10-01,166
Edo,South South,2021-11-01,167.92307692307693
Edo,South South,2021-12-01,167.46153846153845
Edo,South South,2022-01-01,166.28571428571428
Edo,South South,2022-02-01,170.91666666666666
Edo,South South,2022-03-01,209.69230769230768
Edo,South South,2022-04-01,169.68
Edo,South South,2022-05-01,176.83333333333334
Edo,South South,2022-06-01,168.75
Edo,South South,2022-07-01,173.5
Edo,South South,2022-08-01,181
Edo,South South,2022-09-01,183.17
Edo,South South,2022-10-01,188.636363636364
Edo,South South,2022-11-01,193
Edo,South South,2022-12-01,201.428571428571
Edo,South South,2023-01-01,281.42857142857144
Edo,South South,2023-02-01,215.71428571428572
Edo,South South,2023-03-01,276.42857142857144
Edo,South South,2023-04-01,251.875
Edo,South South,2023-05-01,231.42857142857142
Edo,South South,2023-06-01,546.6
Ekiti,South West,2019-01-01,144
Ekiti,South West,2019-02-01,143.46666666666667
Ekiti,South West,2019-03-01,145
Ekiti,South West,2019-04-01,145
Ekiti,South West,2019-05-01,144.45
Ekiti,South West,2019-06-01,145
Ekiti,South West,2019-07-01,144.8
Ekiti,South West,2019-08-01,145
Ekiti,South West,2019-09-01,144.9375
Ekiti,South West,2019-10-01,145.6
Ekiti,South West,2019-11-01,144.78947368421052
Ekiti,South West,2019-12-01,145
Ekiti,South West,2020-01-01,145
Ekiti,South West,2020-02-01,145
Ekiti,South West,2020-03-01,145
Ekiti,South West,2020-04-01,125
Ekiti,South West,2020-05-01,126.20588235294117
Ekiti,South West,2020-06-01,124.96666666666667
Ekiti,South West,2020-07-01,144
Ekiti,South West,2020-08-01,148.3777777777778
Ekiti,South West,2020-09-01,160.3111111111111
Ekiti,South West,2020-10-01,161.15294117647062
Ekiti,South West,2020-11-01,166.0625
Ekiti,South West,2020-12-01,166.7157894736842
Ekiti,South West,2021-01-01,162.2058823529412
Ekiti,South West,2021-02-01,164.30555555555554
Ekiti,South West,2021-03-01,169.3
Ekiti,South West,2021-04-01,168.5
Ekiti,South West,2021-05-01,167.41176470588235
Ekiti,South West,2021-06-01,165.72222222222223
Ekiti,South West,2021-07-01,166
Ekiti,South West,2021-08-01,166.846153846154
Ekiti,South West,2021-09-01,170.615384615385
Ekiti,South West,2021-10-01,166.263157894737
Ekiti,South West,2021-11-01,170.05263157894737
Ekiti,South West,2021-12-01,166.41176470588235
Ekiti,South West,2022-01-01,165.2
Ekiti,South West,2022-02-01,165.42857142857142
Ekiti,South West,2022-03-01,166.42857142857142
Ekiti,South West,2022-04-01,172.22
Ekiti,South West,2022-05-01,171.53846153846155
Ekiti,South West,2022-06-01,172
Ekiti,South West,2022-07-01,180.27777777777777
Ekiti,South West,2022-08-01,193.84615384615384
Ekiti,South West,2022-09-01,187.94
Ekiti,South West,2022-10-01,188.1
Ekiti,South West,2022-11-01,189.0625
Ekiti,South West,2022-12-01,202.083333333333
Ekiti,South West,2023-01-01,257.36842105263156
Ekiti,South West,2023-02-01,308.92857142857144
Ekiti,South West,2023-03-01,239.28571428571428
Ekiti,South West,2023-04-01,232.5
Ekiti,South West,2023-05-01,240.88235294117646
Ekiti,South West,2023-06-01,539.333333333333
Enugu,South East,2019-01-01,145.266666666667
Enugu,South East,2019-02-01,145.3125
Enugu,South East,2019-03-01,145.41379310344828
Enugu,South East,2019-04-01,146.173913043478
Enugu,South East,2019-05-01,143.551724137931
Enugu,South East,2019-06-01,145.42307692307693
Enugu,South East,2019-07-01,145.93023255814
Enugu,South East,2019-08-01,145.45
Enugu,South East,2019-09-01,146.3
Enugu,South East,2019-10-01,145.941176470588
Enugu,South East,2019-11-01,148.33333333333334
Enugu,South East,2019-12-01,145.24
Enugu,South East,2020-01-01,144.88
Enugu,South East,2020-02-01,144.5
Enugu,South East,2020-03-01,145.375
Enugu,South East,2020-04-01,125.41666666666667
Enugu,South East,2020-05-01,125
Enugu,South East,2020-06-01,124.57894736842105
Enugu,South East,2020-07-01,144.8
Enugu,South East,2020-08-01,150
Enugu,South East,2020-09-01,160.16666666666666
Enugu,South East,2020-10-01,160.95
Enugu,South East,2020-11-01,170
Enugu,South East,2020-12-01,164.375
Enugu,South East,2021-01-01,165.7295
Enugu,South East,2021-02-01,163.94117647058823
Enugu,South East,2021-03-01,183.13333333333333
Enugu,South East,2021-04-01,170.3125
Enugu,South East,2021-05-01,177.368421052632
Enugu,South East,2021-06-01,166.66666666666666
Enugu,South East,2021-07-01,165
Enugu,South East,2021-08-01,164.61764705882354
Enugu,South East,2021-09-01,166.666666666667
Enugu,South East,2021-10-01,168.83333333333334
Enugu,South East,2021-11-01,168.66666666666666
Enugu,South East,2021-12-01,168.4375
Enugu,South East,2022-01-01,168.66666666666666
Enugu,South East,2022-02-01,169.23076923076923
Enugu,South East,2022-03-01,218.333333333333
Enugu,South East,2022-04-01,197.51
Enugu,South East,2022-05-01,182.78947368421052
Enugu,South East,2022-06-01,178
Enugu,South East,2022-07-01,197.14285714285714
Enugu,South East,2022-08-01,195.3448275862069
Enugu,South East,2022-09-01,196.67
Enugu,South East,2022-10-01,197
Enugu,South East,2022-11-01,215.714285714286
Enugu,South East,2022-12-01,215.914285714286
Enugu,South East,2023-01-01,313.125
Enugu,South East,2023-02-01,301.30434782608694
Enugu,South East,2023-03-01,309
Enugu,South East,2023-04-01,297.647058823529
Enugu,South East,2023-05-01,287.6666666666667
Enugu,South East,2023-06-01,542.777777777778
Gombe,North East,2019-01-01,145.866666666667
Gombe,North East,2019-02-01,144.625
Gombe,North East,2019-03-01,145.91666666666666
Gombe,North East,2019-04-01,145.58333333333334
Gombe,North East,2019-05-01,141.08333333333334
Gombe,North East,2019-06-01,144.58333333333334
Gombe,North East,2019-07-01,144.333333333333
Gombe,North East,2019-08-01,146.11
Gombe,North East,2019-09-01,144.911111111111
Gombe,North East,2019-10-01,144.4
Gombe,North East,2019-11-01,145.666666666667
Gombe,North East,2019-12-01,144.33333333333334
Gombe,North East,2020-01-01,144.8
Gombe,North East,2020-02-01,145.428571428571
Gombe,North East,2020-03-01,145
Gombe,North East,2020-04-01,136
Gombe,North East,2020-05-01,133.166666666667
Gombe,North East,2020-06-01,139.333333333333
Gombe,North East,2020-07-01,142.571428571429
Gombe,North East,2020-08-01,146.42857142857142
Gombe,North East,2020-09-01,160.66666666666666
Gombe,North East,2020-10-01,161.666666666667
Gombe,North East,2020-11-01,170
Gombe,North East,2020-12-01,165.285714285714
Gombe,North East,2021-01-01,165.83333333333334
Gombe,North East,2021-02-01,165.33333333333334
Gombe,North East,2021-03-01,166.42857142857142
Gombe,North East,2021-04-01,157.11111111111111
Gombe,North East,2021-05-01,161.33333333333334
Gombe,North East,2021-06-01,162.111111111111
Gombe,North East,2021-07-01,163.166666666667
Gombe,North East,2021-08-01,165
Gombe,North East,2021-09-01,164.4
Gombe,North East,2021-10-01,164.666666666667
Gombe,North East,2021-11-01,165.285714285714
Gombe,North East,2021-12-01,165.92857142857142
Gombe,North East,2022-01-01,164.71428571428572
Gombe,North East,2022-02-01,170.5
Gombe,North East,2022-03-01,171.4
Gombe,North East,2022-04-01,169.75
Gombe,North East,2022-05-01,166.5
Gombe,North East,2022-06-01,185
Gombe,North East,2022-07-01,190.777777777778
Gombe,North East,2022-08-01,179.125
Gombe,North East,2022-09-01,188.82
Gombe,North East,2022-10-01,210
Gombe,North East,2022-11-01,215
Gombe,North East,2022-12-01,218.888888888889
Gombe,North East,2023-01-01,220
Gombe,North East,2023-02-01,249
Gombe,North East,2023-03-01,302
Gombe,North East,2023-04-01,300.51
Gombe,North East,2023-05-01,299.772727272727
Gombe,North East,2023-06-01,560.833333333333
Imo,South East,2019-01-01,145.615384615385
Imo,South East,2019-02-01,143.181818181818
Imo,South East,2019-03-01,145.71428571428572
Imo,South East,2019-04-01,146.47058823529412
Imo,South East,2019-05-01,145.681818181818
Imo,South East,2019-06-01,145.47368421052633
Imo,South East,2019-07-01,145.33333333333334
Imo,South East,2019-08-01,145.62
Imo,South East,2019-09-01,145.56521739130434
Imo,South East,2019-10-01,146.31034482758622
Imo,South East,2019-11-01,148.04545454545453
Imo,South East,2019-12-01,145.3181818181818
Imo,South East,2020-01-01,145.5
Imo,South East,2020-02-01,145
Imo,South East,2020-03-01,145.65217391304347
Imo,South East,2020-04-01,126.66666666666667
Imo,South East,2020-05-01,126.53846153846153
Imo,South East,2020-06-01,129.7
Imo,South East,2020-07-01,145
Imo,South East,2020-08-01,149.8695652173913
Imo,South East,2020-09-01,161.97826086956522
Imo,South East,2020-10-01,161.611111111111
Imo,South East,2020-11-01,168.4
Imo,South East,2020-12-01,166.72727272727272
Imo,South East,2021-01-01,163.727272727273
Imo,South East,2021-02-01,168.63636363636363
Imo,South East,2021-03-01,179.2
Imo,South East,2021-04-01,166.94117647058823
Imo,South East,2021-05-01,167.4
Imo,South East,2021-06-01,166.54545454545453
Imo,South East,2021-07-01,166.75
Imo,South East,2021-08-01,165.8695652173913
Imo,South East,2021-09-01,167
Imo,South East,2021-10-01,165.83333333333334
Imo,South East,2021-11-01,174.89473684210526
Imo,South East,2021-12-01,165.33333333333334
Imo,South East,2022-01-01,168.07692307692307
Imo,South East,2022-02-01,171.2608695652174
Imo,South East,2022-03-01,205.882352941176
Imo,South East,2022-04-01,190.36
Imo,South East,2022-05-01,188.23529411764707
Imo,South East,2022-06-01,179.73684210526315
Imo,South East,2022-07-01,175.78571428571428
Imo,South East,2022-08-01,187.33333333333334
Imo,South East,2022-09-01,189.29
Imo,South East,2022-10-01,195.090909090909
Imo,South East,2022-11-01,197.5
Imo,South East,2022-12-01,202.166666666667
Imo,South East,2023-01-01,332.14285714285717
Imo,South East,2023-02-01,316.47058823529414
Imo,South East,2023-03-01,332.6666666666667
Imo,South East,2023-04-01,310.55
Imo,South East,2023-05-01,300
Imo,South East,2023-06-01,546.428571428571
Jigawa,North West,2019-01-01,145.692307692308
Jigawa,North West,2019-02-01,145.285714285714
Jigawa,North West,2019-03-01,144.94444444444446
Jigawa,North West,2019-04-01,145
Jigawa,North West,2019-05-01,145
Jigawa,North West,2019-06-01,145
Jigawa,North West,2019-07-01,145
Jigawa,North West,2019-08-01,145.45
Jigawa,North West,2019-09-01,145.357142857143
Jigawa,North West,2019-10-01,145.45454545454547
Jigawa,North West,2019-11-01,144.2941176470588
Jigawa,North West,2019-12-01,144.14285714285714
Jigawa,North West,2020-01-01,144.77
Jigawa,North West,2020-02-01,145
Jigawa,North West,2020-03-01,145.071428571429
Jigawa,North West,2020-04-01,140.571428571429
Jigawa,North West,2020-05-01,137.888888888889
Jigawa,North West,2020-06-01,128.88888888888889
Jigawa,North West,2020-07-01,143.09411764705885
Jigawa,North West,2020-08-01,143.41176470588235
Jigawa,North West,2020-09-01,159.411764705882
Jigawa,North West,2020-10-01,159.538461538462
Jigawa,North West,2020-11-01,167.16666666666666
Jigawa,North West,2020-12-01,165
Jigawa,North West,2021-01-01,163.46153846153845
Jigawa,North West,2021-02-01,163.57142857142858
Jigawa,North West,2021-03-01,166.46153846153845
Jigawa,North West,2021-04-01,170
Jigawa,North West,2021-05-01,164.57142857142858
Jigawa,North West,2021-06-01,165.8125
Jigawa,North West,2021-07-01,164.33333333333334
Jigawa,North West,2021-08-01,164.64285714285714
Jigawa,North West,2021-09-01,166.5
Jigawa,North West,2021-10-01,164.85714285714286
Jigawa,North West,2021-11-01,170.454545454545
Jigawa,North West,2021-12-01,168.8
Jigawa,North West,2022-01-01,165
Jigawa,North West,2022-02-01,165
Jigawa,North West,2022-03-01,165.71428571428572
Jigawa,North West,2022-04-01,169.06
Jigawa,North West,2022-05-01,176.42857142857142
Jigawa,North West,2022-06-01,170
Jigawa,North West,2022-07-01,192.33333333333334
Jigawa,North West,2022-08-01,210.5
Jigawa,North West,2022-09-01,205.62
Jigawa,North West,2022-10-01,205.77
Jigawa,North West,2022-11-01,210.25
Jigawa,North West,2022-12-01,213.928571428571
Jigawa,North West,2023-01-01,281.42857142857144
Jigawa,North West,2023-02-01,329.1666666666667
Jigawa,North West,2023-03-01,316.666666666667
Jigawa,North West,2023-04-01,305
Jigawa,North West,2023-05-01,297.5
Jigawa,North West,2023-06-01,556.666666666667
Kaduna,North West,2019-01-01,146.22222222222223
Kaduna,North West,2019-02-01,146.083333333333
Kaduna,North West,2019-03-01,144.44444444444446
Kaduna,North West,2019-04-01,144.6875
Kaduna,North West,2019-05-01,144.8
Kaduna,North West,2019-06-01,144.6875
Kaduna,North West,2019-07-01,144.8
Kaduna,North West,2019-08-01,144.68
Kaduna,North West,2019-09-01,144.13333333333333
Kaduna,North West,2019-10-01,144.6875
Kaduna,North West,2019-11-01,145.75
Kaduna,North West,2019-12-01,146.5
Kaduna,North West,2020-01-01,145.22
Kaduna,North West,2020-02-01,145.21052631578948
Kaduna,North West,2020-03-01,145.642857142857
Kaduna,North West,2020-04-01,136.785714285714
Kaduna,North West,2020-05-01,135.818181818182
Kaduna,North West,2020-06-01,127.47058823529412
Kaduna,North West,2020-07-01,143.7263157894737
Kaduna,North West,2020-08-01,150.16923076923078
Kaduna,North West,2020-09-01,158.169230769231
Kaduna,North West,2020-10-01,161.461538461538
Kaduna,North West,2020-11-01,163.83333333333334
Kaduna,North West,2020-12-01,155
Kaduna,North West,2021-01-01,163.4
Kaduna,North West,2021-02-01,165
Kaduna,North West,2021-03-01,169.91666666666666
Kaduna,North West,2021-04-01,166.83333333333334
Kaduna,North West,2021-05-01,164.3846153846154
Kaduna,North West,2021-06-01,165.5
Kaduna,North West,2021-07-01,165.107142857143
Kaduna,North West,2021-08-01,164.3846153846154
Kaduna,North West,2021-09-01,165.342105263158
Kaduna,North West,2021-10-01,170.1
Kaduna,North West,2021-11-01,169.63636363636363
Kaduna,North West,2021-12-01,164.92307692307693
Kaduna,North West,2022-01-01,165.53333333333333
Kaduna,North West,2022-02-01,189.0909090909091
Kaduna,North West,2022-03-01,208.6
Kaduna,North West,2022-04-01,202.94
Kaduna,North West,2022-05-01,183.25
Kaduna,North West,2022-06-01,190.8
Kaduna,North West,2022-07-01,193
Kaduna,North West,2022-08-01,210.9375
Kaduna,North West,2022-09-01,199.62
Kaduna,North West,2022-10-01,189.230769230769
Kaduna,North West,2022-11-01,198.5
Kaduna,North West,2022-12-01,207
Kaduna,North West,2023-01-01,281.07142857142856
Kaduna,North West,2023-02-01,305.666666666667
Kaduna,North West,2023-03-01,288.92857142857144
Kaduna,North West,2023-04-01,262.307692307692
Kaduna,North West,2023-05-01,280
Kaduna,North West,2023-06-01,549.529411764706
Kano,North West,2019-01-01,145
Kano,North West,2019-02-01,145
Kano,North West,2019-03-01,145.21052631578948
Kano,North West,2019-04-01,145.35294117647058
Kano,North West,2019-05-01,145.35294117647058
Kano,North West,2019-06-01,145.35294117647058
Kano,North West,2019-07-01,145.35294117647058
Kano,North West,2019-08-01,145.35
Kano,North West,2019-09-01,144.85714285714286
Kano,North West,2019-10-01,145.35294117647058
Kano,North West,2019-11-01,145.785714285714
Kano,North West,2019-12-01,144.86666666666667
Kano,North West,2020-01-01,144.38
Kano,North West,2020-02-01,145.857142857143
Kano,North West,2020-03-01,145.1875
Kano,North West,2020-04-01,135.625
Kano,North West,2020-05-01,134.25
Kano,North West,2020-06-01,125.53333333333333
Kano,North West,2020-07-01,143.75
Kano,North West,2020-08-01,148.92307692307693
Kano,North West,2020-09-01,158.923076923077
Kano,North West,2020-10-01,160.85714285714286
Kano,North West,2020-11-01,167.705882352941
Kano,North West,2020-12-01,168.76923076923077
Kano,North West,2021-01-01,163.9090909090909
Kano,North West,2021-02-01,168.76923076923077
Kano,North West,2021-03-01,166.36363636363637
Kano,North West,2021-04-01,177
Kano,North West,2021-05-01,167.555555555556
Kano,North West,2021-06-01,164.27272727272728
Kano,North West,2021-07-01,164.875
Kano,North West,2021-08-01,158.75
Kano,North West,2021-09-01,160.833333333333
Kano,North West,2021-10-01,168.866666666667
Kano,North West,2021-11-01,168.30769230769232
Kano,North West,2021-12-01,163.57142857142858
Kano,North West,2022-01-01,171.66666666666666
Kano,North West,2022-02-01,175.55555555555554
Kano,North West,2022-03-01,181.66666666666666
Kano,North West,2022-04-01,171.56
Kano,North West,2022-05-01,175
Kano,North West,2022-06-01,183.57142857142858
Kano,North West,2022-07-01,196.71428571428572
Kano,North West,2022-08-01,200.28571428571428
Kano,North West,2022-09-01,207.5
Kano,North West,2022-10-01,210.142857142857
Kano,North West,2022-11-01,205.083333333333
Kano,North West,2022-12-01,203.333333333333
Kano,North West,2023-01-01,286.3636363636364
Kano,North West,2023-02-01,275.5
Kano,North West,2023-03-01,290.4166666666667
Kano,North West,2023-04-01,273.333333333333
Kano,North West,2023-05-01,229.31578947368422
Kano,North West,2023-06-01,561.818181818182
Katsina,North West,2019-01-01,145
Katsina,North West,2019-02-01,145
Katsina,North West,2019-03-01,145.23076923076923
Katsina,North West,2019-04-01,143.5
Katsina,North West,2019-05-01,142.5
Katsina,North West,2019-06-01,144.125
Katsina,North West,2019-07-01,142.5
Katsina,North West,2019-08-01,142.5
Katsina,North West,2019-09-01,145.5
Katsina,North West,2019-10-01,145
Katsina,North West,2019-11-01,144.45454545454547
Katsina,North West,2019-12-01,144.23076923076923
Katsina,North West,2020-01-01,144
Katsina,North West,2020-02-01,145.034782608695
Katsina,North West,2020-03-01,145.416666666667
Katsina,North West,2020-04-01,136.25
Katsina,North West,2020-05-01,132.608695652174
Katsina,North West,2020-06-01,135.181818181818
Katsina,North West,2020-07-01,144.1130434782609
Katsina,North West,2020-08-01,146.4
Katsina,North West,2020-09-01,156.4
Katsina,North West,2020-10-01,160.25
Katsina,North West,2020-11-01,166.2
Katsina,North West,2020-12-01,160.25
Katsina,North West,2021-01-01,163.25
Katsina,North West,2021-02-01,163.25
Katsina,North West,2021-03-01,166
Katsina,North West,2021-04-01,156.6
Katsina,North West,2021-05-01,162.85714285714286
Katsina,North West,2021-06-01,160.857142857143
Katsina,North West,2021-07-01,164
Katsina,North West,2021-08-01,162.5
Katsina,North West,2021-09-01,162.680555555556
Katsina,North West,2021-10-01,164.28571428571428
Katsina,North West,2021-11-01,163.22222222222223
Katsina,North West,2021-12-01,165
Katsina,North West,2022-01-01,165.30769230769232
Katsina,North West,2022-02-01,166.9
Katsina,North West,2022-03-01,170.14285714285714
Katsina,North West,2022-04-01,165.25
Katsina,North West,2022-05-01,178.07692307692307
Katsina,North West,2022-06-01,180.7
Katsina,North West,2022-07-01,186.75
Katsina,North West,2022-08-01,190.555555555556
Katsina,North West,2022-09-01,192.03
Katsina,North West,2022-10-01,195.51724137931
Katsina,North West,2022-11-01,198.181818181818
Katsina,North West,2022-12-01,200.333333333333
Katsina,North West,2023-01-01,246.11111111111111
Katsina,North West,2023-02-01,280.375
Katsina,North West,2023-03-01,306.25
Katsina,North West,2023-04-01,295.44
Katsina,North West,2023-05-01,254.285714285714
Katsina,North West,2023-06-01,546.666666666667
Kebbi,North West,2019-01-01,146
Kebbi,North West,2019-02-01,145.55555555555554
Kebbi,North West,2019-03-01,146.75
Kebbi,North West,2019-04-01,147.071428571429
Kebbi,North West,2019-05-01,146
Kebbi,North West,2019-06-01,146.428571428571
Kebbi,North West,2019-07-01,145
Kebbi,North West,2019-08-01,145.21
Kebbi,North West,2019-09-01,146.625
Kebbi,North West,2019-10-01,146.214285714286
Kebbi,North West,2019-11-01,148.235294117647
Kebbi,North West,2019-12-01,147.69230769230768
Kebbi,North West,2020-01-01,145.78
Kebbi,North West,2020-02-01,145.733333333333
Kebbi,North West,2020-03-01,145
Kebbi,North West,2020-04-01,129.117647058824
Kebbi,North West,2020-05-01,128.769230769231
Kebbi,North West,2020-06-01,130.6
Kebbi,North West,2020-07-01,144.25
Kebbi,North West,2020-08-01,153.647058823529
Kebbi,North West,2020-09-01,158.64705882352942
Kebbi,North West,2020-10-01,166.5
Kebbi,North West,2020-11-01,174.46153846153845
Kebbi,North West,2020-12-01,169.91666666666666
Kebbi,North West,2021-01-01,163.64285714285714
Kebbi,North West,2021-02-01,173.071428571429
Kebbi,North West,2021-03-01,170.44444444444446
Kebbi,North West,2021-04-01,169.58333333333334
Kebbi,North West,2021-05-01,165
Kebbi,North West,2021-06-01,165.026
Kebbi,North West,2021-07-01,165.024
Kebbi,North West,2021-08-01,163
Kebbi,North West,2021-09-01,164.857142857143
Kebbi,North West,2021-10-01,165.22
Kebbi,North West,2021-11-01,165.6
Kebbi,North West,2021-12-01,164.4
Kebbi,North West,2022-01-01,176.11111111111111
Kebbi,North West,2022-02-01,180
Kebbi,North West,2022-03-01,194.16666666666666
Kebbi,North West,2022-04-01,168.88
Kebbi,North West,2022-05-01,170
Kebbi,North West,2022-06-01,165.33333333333334
Kebbi,North West,2022-07-01,200.111111111111
Kebbi,North West,2022-08-01,205.142857142857
Kebbi,North West,2022-09-01,203.08
Kebbi,North West,2022-10-01,211
Kebbi,North West,2022-11-01,208
Kebbi,North West,2022-12-01,211.923076923077
Kebbi,North West,2023-01-01,270.875
Kebbi,North West,2023-02-01,278.181818181818
Kebbi,North West,2023-03-01,261.1666666666667
Kebbi,North West,2023-04-01,247.2
Kebbi,North West,2023-05-01,286.4
Kebbi,North West,2023-06-01,545.555555555556
Kogi,North Central,2019-01-01,145.823529411765
Kogi,North Central,2019-02-01,145.5
Kogi,North Central,2019-03-01,146.090909090909
Kogi,North Central,2019-04-01,147.875
Kogi,North Central,2019-05-01,146
Kogi,North Central,2019-06-01,147.9090909090909
Kogi,North Central,2019-07-01,143
Kogi,North Central,2019-08-01,146.75
Kogi,North Central,2019-09-01,145
Kogi,North Central,2019-10-01,145.444444444444
Kogi,North Central,2019-11-01,145.1818181818182
Kogi,North Central,2019-12-01,147.08333333333334
Kogi,North Central,2020-01-01,145.91
Kogi,North Central,2020-02-01,145.1875
Kogi,North Central,2020-03-01,145.22222222222223
Kogi,North Central,2020-04-01,135.222222222222
Kogi,North Central,2020-05-01,133.07142857142858
Kogi,North Central,2020-06-01,135.375
Kogi,North Central,2020-07-01,143.22222222222223
Kogi,North Central,2020-08-01,146.375
Kogi,North Central,2020-09-01,165.71428571428572
Kogi,North Central,2020-10-01,162.857142857143
Kogi,North Central,2020-11-01,165.153846153846
Kogi,North Central,2020-12-01,167.214285714286
Kogi,North Central,2021-01-01,164.5
Kogi,North Central,2021-02-01,175.8181818181818
Kogi,North Central,2021-03-01,182.384615384615
Kogi,North Central,2021-04-01,168
Kogi,North Central,2021-05-01,168.91666666666666
Kogi,North Central,2021-06-01,163
Kogi,North Central,2021-07-01,167.63636363636363
Kogi,North Central,2021-08-01,164.375
Kogi,North Central,2021-09-01,164.384615384615
Kogi,North Central,2021-10-01,163.6153846153846
Kogi,North Central,2021-11-01,170.166666666667
Kogi,North Central,2021-12-01,168.91666666666666
Kogi,North Central,2022-01-01,167.54
Kogi,North Central,2022-02-01,167.875
Kogi,North Central,2022-03-01,168.91666666666666
Kogi,North Central,2022-04-01,168.89
Kogi,North Central,2022-05-01,168
Kogi,North Central,2022-06-01,168.3
Kogi,North Central,2022-07-01,205.23529411764707
Kogi,North Central,2022-08-01,202.0909090909091
Kogi,North Central,2022-09-01,194.29
Kogi,North Central,2022-10-01,204.333333333333
Kogi,North Central,2022-11-01,212.384615384615
Kogi,North Central,2022-12-01,216
Kogi,North Central,2023-01-01,236.53846153846155
Kogi,North Central,2023-02-01,236.53846153846155
Kogi,North Central,2023-03-01,210
Kogi,North Central,2023-04-01,206.111111111111
Kogi,North Central,2023-05-01,220.3846153846154
Kogi,North Central,2023-06-01,550.833333333333
Kwara,North Central,2019-01-01,145.61904761904762
Kwara,North Central,2019-02-01,145.38095238095238
Kwara,North Central,2019-03-01,144.77777777777777
Kwara,North Central,2019-04-01,146.85714285714286
Kwara,North Central,2019-05-01,146.14285714285714
Kwara,North Central,2019-06-01,146
Kwara,North Central,2019-07-01,146.66666666666666
Kwara,North Central,2019-08-01,146.66
Kwara,North Central,2019-09-01,146.66666666666666
Kwara,North Central,2019-10-01,146.14285714285714
Kwara,North Central,2019-11-01,146
Kwara,North Central,2019-12-01,145.25
Kwara,North Central,2020-01-01,145.67
Kwara,North Central,2020-02-01,144.825
Kwara,North Central,2020-03-01,145.25
Kwara,North Central,2020-04-01,125
Kwara,North Central,2020-05-01,124.875
Kwara,North Central,2020-06-01,123.85714285714286
Kwara,North Central,2020-07-01,140.5
Kwara,North Central,2020-08-01,149.5
Kwara,North Central,2020-09-01,164.8
Kwara,North Central,2020-10-01,162.5
Kwara,North Central,2020-11-01,172.33333333333334
Kwara,North Central,2020-12-01,172.42857142857142
Kwara,North Central,2021-01-01,164
Kwara,North Central,2021-02-01,166.14285714285714
Kwara,North Central,2021-03-01,173.714285714286
Kwara,North Central,2021-04-01,168.75
Kwara,North Central,2021-05-01,166.44444444444446
Kwara,North Central,2021-06-01,168.125
Kwara,North Central,2021-07-01,170.55555555555554
Kwara,North Central,2021-08-01,164.4
Kwara,North Central,2021-09-01,163.7
Kwara,North Central,2021-10-01,160
Kwara,North Central,2021-11-01,166.42857142857142
Kwara,North Central,2021-12-01,165
Kwara,North Central,2022-01-01,164.53
Kwara,North Central,2022-02-01,165.722222222222
Kwara,North Central,2022-03-01,165.95
Kwara,North Central,2022-04-01,165.42
Kwara,North Central,2022-05-01,169.28571428571428
Kwara,North Central,2022-06-01,166.25
Kwara,North Central,2022-07-01,185
Kwara,North Central,2022-08-01,189
Kwara,North Central,2022-09-01,188.85
Kwara,North Central,2022-10-01,189
Kwara,North Central,2022-11-01,217.142857142857
Kwara,North Central,2022-12-01,216.363636363636
Kwara,North Central,2023-01-01,229.375
Kwara,North Central,2023-02-01,265.4166666666667
Kwara,North Central,2023-03-01,215
Kwara,North Central,2023-04-01,212
Kwara,North Central,2023-05-01,212.5
Kwara,North Central,2023-06-01,540
Lagos,South West,2019-01-01,144.86666666666667
Lagos,South West,2019-02-01,144.875
Lagos,South West,2019-03-01,145
Lagos,South West,2019-04-01,145
Lagos,South West,2019-05-01,144.9047619047619
Lagos,South West,2019-06-01,145.25
Lagos,South West,2019-07-01,144.61111111111111
Lagos,South West,2019-08-01,145
Lagos,South West,2019-09-01,145.052631578947
Lagos,South West,2019-10-01,145
Lagos,South West,2019-11-01,145.777777777778
Lagos,South West,2019-12-01,145
Lagos,South West,2020-01-01,145.23
Lagos,South West,2020-02-01,144.727272727273
Lagos,South West,2020-03-01,144.86666666666667
Lagos,South West,2020-04-01,125.866666666667
Lagos,South West,2020-05-01,125.285714285714
Lagos,South West,2020-06-01,127.05263157894737
Lagos,South West,2020-07-01,143
Lagos,South West,2020-08-01,148.96444444444444
Lagos,South West,2020-09-01,159.45238095238096
Lagos,South West,2020-10-01,159.882352941176
Lagos,South West,2020-11-01,165.421052631579
Lagos,South West,2020-12-01,163.2472222222222
Lagos,South West,2021-01-01,160.74529411764706
Lagos,South West,2021-02-01,164
Lagos,South West,2021-03-01,200.869565217391
