state_and_capital,geo_zone,item,date,average_price
Abia,South East,Small Cylinder (5KG),2019-01-01,2084.6153846153848
Abia,South East,Small Cylinder (5KG),2019-02-01,2056.25
Abia,South East,Small Cylinder (5KG),2019-03-01,2122.2222222222
Abia,South East,Small Cylinder (5KG),2019-04-01,2166.6666666666665
Abia,South East,Small Cylinder (5KG),2019-05-01,1862.857142857143
Abia,South East,Small Cylinder (5KG),2019-06-01,1911.111111111111
Abia,South East,Small Cylinder (5KG),2019-07-01,1988.888888888889
Abia,South East,Small Cylinder (5KG),2019-08-01,1956.66
Abia,South East,Small Cylinder (5KG),2019-09-01,1885.7142857142858
Abia,South East,Small Cylinder (5KG),2019-10-01,1840
Abia,South East,Small Cylinder (5KG),2019-11-01,1860
Abia,South East,Small Cylinder (5KG),2019-12-01,1984.1444988465546
Abia,South East,Small Cylinder (5KG),2020-01-01,1894
Abia,South East,Small Cylinder (5KG),2020-02-01,1830
Abia,South East,Small Cylinder (5KG),2020-03-01,1910
Abia,South East,Small Cylinder (5KG),2020-04-01,1922.2165945277231
Abia,South East,Small Cylinder (5KG),2020-05-01,1903.1360703143914
Abia,South East,Small Cylinder (5KG),2020-06-01,1906.5317027120886
Abia,South East,Small Cylinder (5KG),2020-07-01,1906.1505810260858
Abia,South East,Small Cylinder (5KG),2020-08-01,1895.7938880636436
Abia,South East,Small Cylinder (5KG),2020-09-01,1894.4176973234207
Abia,South East,Small Cylinder (5KG),2020-10-01,1837
Abia,South East,Small Cylinder (5KG),2020-11-01,1890.6075067295362
Abia,South East,Small Cylinder (5KG),2020-12-01,1878.45454545455
Abia,South East,Small Cylinder (5KG),2021-01-01,1952.30769230769
Abia,South East,Small Cylinder (5KG),2021-02-01,2162.5
Abia,South East,Small Cylinder (5KG),2021-03-01,2110
Abia,South East,Small Cylinder (5KG),2021-04-01,2171.818181818182
Abia,South East,Small Cylinder (5KG),2021-05-01,1985.93741972801
Abia,South East,Small Cylinder (5KG),2021-06-01,2035
Abia,South East,Small Cylinder (5KG),2021-07-01,2150
Abia,South East,Small Cylinder (5KG),2021-08-01,2340.909090909091
Abia,South East,Small Cylinder (5KG),2021-09-01,2028.8309156238408
Abia,South East,Small Cylinder (5KG),2021-10-01,2040.453475067402
Abia,South East,Small Cylinder (5KG),2021-11-01,3711.1111111111113
Abia,South East,Small Cylinder (5KG),2021-12-01,3770.3924201869
Abia,South East,Small Cylinder (5KG),2022-01-01,3845.8333333333335
Abia,South East,Small Cylinder (5KG),2022-02-01,3900
Abia,South East,Small Cylinder (5KG),2022-03-01,3950
Abia,South East,Small Cylinder (5KG),2022-04-01,4177.77777777778
Abia,South East,Small Cylinder (5KG),2022-05-01,4233.33333333333
Abia,South East,Small Cylinder (5KG),2022-06-01,4464.28571428571
Abia,South East,Small Cylinder (5KG),2022-07-01,4555.26315789474
Abia,South East,Small Cylinder (5KG),2022-08-01,4620
Abia,South East,Small Cylinder (5KG),2022-09-01,4044.4444444444443
Abia,South East,Small Cylinder (5KG),2022-10-01,4045.4545454545455
Abia,South East,Small Cylinder (5KG),2022-11-01,4125
Abia,South East,Small Cylinder (5KG),2022-12-01,4196.15384615385
Abia,South East,Small Cylinder (5KG),2023-01-23,4218.15384615385
Abia,South East,Small Cylinder (5KG),2023-02-23,4220
Abia,South East,Small Cylinder (5KG),2023-03-23,4220.15
Abia,South East,Small Cylinder (5KG),2023-04-23,4259.43
Abia,South East,Small Cylinder (5KG),2023-05-23,4050
Abia,South East,Small Cylinder (5KG),2023-06-23,3853.84615384615
Abuja,North Central,Small Cylinder (5KG),2019-01-01,1900
Abuja,North Central,Small Cylinder (5KG),2019-02-01,1900
Abuja,North Central,Small Cylinder (5KG),2019-03-01,1892
Abuja,North Central,Small Cylinder (5KG),2019-04-01,1960
Abuja,North Central,Small Cylinder (5KG),2019-05-01,1675
Abuja,North Central,Small Cylinder (5KG),2019-06-01,1700
Abuja,North Central,Small Cylinder (5KG),2019-07-01,1778.3333333333333
Abuja,North Central,Small Cylinder (5KG),2019-08-01,1739.1666666666665
Abuja,North Central,Small Cylinder (5KG),2019-09-01,1680
Abuja,North Central,Small Cylinder (5KG),2019-10-01,1720
Abuja,North Central,Small Cylinder (5KG),2019-11-01,1760
Abuja,North Central,Small Cylinder (5KG),2019-12-01,1805.4005697858843
Abuja,North Central,Small Cylinder (5KG),2020-01-01,1880
Abuja,North Central,Small Cylinder (5KG),2020-02-01,1780
Abuja,North Central,Small Cylinder (5KG),2020-03-01,1800
Abuja,North Central,Small Cylinder (5KG),2020-04-01,1850
Abuja,North Central,Small Cylinder (5KG),2020-05-01,1860
Abuja,North Central,Small Cylinder (5KG),2020-06-01,1798.3689123683
Abuja,North Central,Small Cylinder (5KG),2020-07-01,1800
Abuja,North Central,Small Cylinder (5KG),2020-08-01,1780
Abuja,North Central,Small Cylinder (5KG),2020-09-01,1770
Abuja,North Central,Small Cylinder (5KG),2020-10-01,1760
Abuja,North Central,Small Cylinder (5KG),2020-11-01,1796.707817724912
Abuja,North Central,Small Cylinder (5KG),2020-12-01,1820
Abuja,North Central,Small Cylinder (5KG),2021-01-01,1780
Abuja,North Central,Small Cylinder (5KG),2021-02-01,1799.3553437415692
Abuja,North Central,Small Cylinder (5KG),2021-03-01,1800.977757849566
Abuja,North Central,Small Cylinder (5KG),2021-04-01,1940
Abuja,North Central,Small Cylinder (5KG),2021-05-01,1808.2029347408325
Abuja,North Central,Small Cylinder (5KG),2021-06-01,1824.8149818129523
Abuja,North Central,Small Cylinder (5KG),2021-07-01,1806.1481038662955
Abuja,North Central,Small Cylinder (5KG),2021-08-01,1806.66139276362
Abuja,North Central,Small Cylinder (5KG),2021-09-01,2660
Abuja,North Central,Small Cylinder (5KG),2021-10-01,3450
Abuja,North Central,Small Cylinder (5KG),2021-11-01,3412.5
Abuja,North Central,Small Cylinder (5KG),2021-12-01,3650
Abuja,North Central,Small Cylinder (5KG),2022-01-01,3768.75
Abuja,North Central,Small Cylinder (5KG),2022-02-01,3814.6
Abuja,North Central,Small Cylinder (5KG),2022-03-01,3850.60946285169
Abuja,North Central,Small Cylinder (5KG),2022-04-01,3990
Abuja,North Central,Small Cylinder (5KG),2022-05-01,4194
Abuja,North Central,Small Cylinder (5KG),2022-06-01,4440
Abuja,North Central,Small Cylinder (5KG),2022-07-01,4560
Abuja,North Central,Small Cylinder (5KG),2022-08-01,4670
Abuja,North Central,Small Cylinder (5KG),2022-09-01,4684
Abuja,North Central,Small Cylinder (5KG),2022-10-01,4675
Abuja,North Central,Small Cylinder (5KG),2022-11-01,4875
Abuja,North Central,Small Cylinder (5KG),2022-12-01,4800
Abuja,North Central,Small Cylinder (5KG),2023-01-23,4840
Abuja,North Central,Small Cylinder (5KG),2023-02-23,4850
Abuja,North Central,Small Cylinder (5KG),2023-03-23,4940
Abuja,North Central,Small Cylinder (5KG),2023-04-23,4965.15
Abuja,North Central,Small Cylinder (5KG),2023-05-23,4900
Abuja,North Central,Small Cylinder (5KG),2023-06-23,4381.15
Adamawa,North East,Small Cylinder (5KG),2019-01-01,2350
Adamawa,North East,Small Cylinder (5KG),2019-02-01,2400
Adamawa,North East,Small Cylinder (5KG),2019-03-01,2375
Adamawa,North East,Small Cylinder (5KG),2019-04-01,2375
Adamawa,North East,Small Cylinder (5KG),2019-05-01,2500
Adamawa,North East,Small Cylinder (5KG),2019-06-01,2485
Adamawa,North East,Small Cylinder (5KG),2019-07-01,2492.5
Adamawa,North East,Small Cylinder (5KG),2019-08-01,2488.75
Adamawa,North East,Small Cylinder (5KG),2019-09-01,2375.660932516536
Adamawa,North East,Small Cylinder (5KG),2019-10-01,2185
Adamawa,North East,Small Cylinder (5KG),2019-11-01,2274.07814918682
Adamawa,North East,Small Cylinder (5KG),2019-12-01,2379.355426059497
Adamawa,North East,Small Cylinder (5KG),2020-01-01,2400
Adamawa,North East,Small Cylinder (5KG),2020-02-01,2392.4585912992275
Adamawa,North East,Small Cylinder (5KG),2020-03-01,2450
Adamawa,North East,Small Cylinder (5KG),2020-04-01,2398.0361990293845
Adamawa,North East,Small Cylinder (5KG),2020-05-01,2399.9659382947348
Adamawa,North East,Small Cylinder (5KG),2020-06-01,2391.8126974786164
Adamawa,North East,Small Cylinder (5KG),2020-07-01,2384.2066681471983
Adamawa,North East,Small Cylinder (5KG),2020-08-01,2402.270718617281
Adamawa,North East,Small Cylinder (5KG),2020-09-01,2368.4070696483345
Adamawa,North East,Small Cylinder (5KG),2020-10-01,2367.803581791621
Adamawa,North East,Small Cylinder (5KG),2020-11-01,2367.8035817916234
Adamawa,North East,Small Cylinder (5KG),2020-12-01,2392.8765731904646
Adamawa,North East,Small Cylinder (5KG),2021-01-01,2450
Adamawa,North East,Small Cylinder (5KG),2021-02-01,2396.9917250990493
Adamawa,North East,Small Cylinder (5KG),2021-03-01,2397.3698737316568
Adamawa,North East,Small Cylinder (5KG),2021-04-01,2393.0354016368997
Adamawa,North East,Small Cylinder (5KG),2021-05-01,2392.61913955303
Adamawa,North East,Small Cylinder (5KG),2021-06-01,2392.0079224532237
Adamawa,North East,Small Cylinder (5KG),2021-07-01,2392.0241919203627
Adamawa,North East,Small Cylinder (5KG),2021-08-01,2392.6768081094483
Adamawa,North East,Small Cylinder (5KG),2021-09-01,2391.879047180384
Adamawa,North East,Small Cylinder (5KG),2021-10-01,2393.8455137725123
Adamawa,North East,Small Cylinder (5KG),2021-11-01,2396.0285601532473
Adamawa,North East,Small Cylinder (5KG),2021-12-01,2398.3957736963503
Adamawa,North East,Small Cylinder (5KG),2022-01-01,2410.3877525648318
Adamawa,North East,Small Cylinder (5KG),2022-02-01,2500
Adamawa,North East,Small Cylinder (5KG),2022-03-01,2604.01452889752
Adamawa,North East,Small Cylinder (5KG),2022-04-01,4220
Adamawa,North East,Small Cylinder (5KG),2022-05-01,4250
Adamawa,North East,Small Cylinder (5KG),2022-06-01,4650
Adamawa,North East,Small Cylinder (5KG),2022-07-01,4966.66666666667
Adamawa,North East,Small Cylinder (5KG),2022-08-01,4920
Adamawa,North East,Small Cylinder (5KG),2022-09-01,4928.28571428571
Adamawa,North East,Small Cylinder (5KG),2022-10-01,4940.28571428571
Adamawa,North East,Small Cylinder (5KG),2022-11-01,4960
Adamawa,North East,Small Cylinder (5KG),2022-12-01,4933.33333333333
Adamawa,North East,Small Cylinder (5KG),2023-01-23,4936.66666666667
Adamawa,North East,Small Cylinder (5KG),2023-02-23,4914
Adamawa,North East,Small Cylinder (5KG),2023-03-23,4915
Adamawa,North East,Small Cylinder (5KG),2023-04-23,4950.25
Adamawa,North East,Small Cylinder (5KG),2023-05-23,4850
Adamawa,North East,Small Cylinder (5KG),2023-06-23,4525.22
Akwa Ibom,South South,Small Cylinder (5KG),2019-01-01,2230
Akwa Ibom,South South,Small Cylinder (5KG),2019-02-01,2300
Akwa Ibom,South South,Small Cylinder (5KG),2019-03-01,2265
Akwa Ibom,South South,Small Cylinder (5KG),2019-04-01,2210
Akwa Ibom,South South,Small Cylinder (5KG),2019-05-01,2103.5714285714284
Akwa Ibom,South South,Small Cylinder (5KG),2019-06-01,2070
Akwa Ibom,South South,Small Cylinder (5KG),2019-07-01,2175
Akwa Ibom,South South,Small Cylinder (5KG),2019-08-01,2156.19047619048
Akwa Ibom,South South,Small Cylinder (5KG),2019-09-01,2221.1111111111113
Akwa Ibom,South South,Small Cylinder (5KG),2019-10-01,2150
Akwa Ibom,South South,Small Cylinder (5KG),2019-11-01,2209.486939781979
Akwa Ibom,South South,Small Cylinder (5KG),2019-12-01,2199.1966629712497
Akwa Ibom,South South,Small Cylinder (5KG),2020-01-01,2098
Akwa Ibom,South South,Small Cylinder (5KG),2020-02-01,2178.809885592151
Akwa Ibom,South South,Small Cylinder (5KG),2020-03-01,2085
Akwa Ibom,South South,Small Cylinder (5KG),2020-04-01,1988.75
Akwa Ibom,South South,Small Cylinder (5KG),2020-05-01,1888.888888888889
Akwa Ibom,South South,Small Cylinder (5KG),2020-06-01,1945.42470422684
Akwa Ibom,South South,Small Cylinder (5KG),2020-07-01,2055.24936780712
Akwa Ibom,South South,Small Cylinder (5KG),2020-08-01,2032.2209269575726
Akwa Ibom,South South,Small Cylinder (5KG),2020-09-01,2011.11111111111
Akwa Ibom,South South,Small Cylinder (5KG),2020-10-01,2067.8376993994934
Akwa Ibom,South South,Small Cylinder (5KG),2020-11-01,2067.8376993994934
Akwa Ibom,South South,Small Cylinder (5KG),2020-12-01,2036.7164649215304
Akwa Ibom,South South,Small Cylinder (5KG),2021-01-01,2050.7142857142853
Akwa Ibom,South South,Small Cylinder (5KG),2021-02-01,2127.777777777778
Akwa Ibom,South South,Small Cylinder (5KG),2021-03-01,2220
Akwa Ibom,South South,Small Cylinder (5KG),2021-04-01,2381.818181818182
Akwa Ibom,South South,Small Cylinder (5KG),2021-05-01,2363.6363636363635
Akwa Ibom,South South,Small Cylinder (5KG),2021-06-01,2211.25
Akwa Ibom,South South,Small Cylinder (5KG),2021-07-01,2600
Akwa Ibom,South South,Small Cylinder (5KG),2021-08-01,3025.45454545455
Akwa Ibom,South South,Small Cylinder (5KG),2021-09-01,2247.533908945771
Akwa Ibom,South South,Small Cylinder (5KG),2021-10-01,3170
Akwa Ibom,South South,Small Cylinder (5KG),2021-11-01,3350.66461285534
Akwa Ibom,South South,Small Cylinder (5KG),2021-12-01,3919.4444444444443
Akwa Ibom,South South,Small Cylinder (5KG),2022-01-01,3684.5454545454545
Akwa Ibom,South South,Small Cylinder (5KG),2022-02-01,3710
Akwa Ibom,South South,Small Cylinder (5KG),2022-03-01,3565
Akwa Ibom,South South,Small Cylinder (5KG),2022-04-01,3575
Akwa Ibom,South South,Small Cylinder (5KG),2022-05-01,3825
Akwa Ibom,South South,Small Cylinder (5KG),2022-06-01,4064.0625
Akwa Ibom,South South,Small Cylinder (5KG),2022-07-01,4090.909090909091
Akwa Ibom,South South,Small Cylinder (5KG),2022-08-01,4119.23076923077
Akwa Ibom,South South,Small Cylinder (5KG),2022-09-01,4406.25
Akwa Ibom,South South,Small Cylinder (5KG),2022-10-01,4361.538461538462
Akwa Ibom,South South,Small Cylinder (5KG),2022-11-01,4368.57142857143
Akwa Ibom,South South,Small Cylinder (5KG),2022-12-01,4285
Akwa Ibom,South South,Small Cylinder (5KG),2023-01-23,4256.25
Akwa Ibom,South South,Small Cylinder (5KG),2023-02-23,4370
Akwa Ibom,South South,Small Cylinder (5KG),2023-03-23,4375
Akwa Ibom,South South,Small Cylinder (5KG),2023-04-23,4437.5
Akwa Ibom,South South,Small Cylinder (5KG),2023-05-23,4143.75
Akwa Ibom,South South,Small Cylinder (5KG),2023-06-23,4081.25
Anambra,South East,Small Cylinder (5KG),2019-01-01,2275
Anambra,South East,Small Cylinder (5KG),2019-02-01,2169.230769230769
Anambra,South East,Small Cylinder (5KG),2019-03-01,2275
Anambra,South East,Small Cylinder (5KG),2019-04-01,2200
Anambra,South East,Small Cylinder (5KG),2019-05-01,2320
Anambra,South East,Small Cylinder (5KG),2019-06-01,2250
Anambra,South East,Small Cylinder (5KG),2019-07-01,2285
Anambra,South East,Small Cylinder (5KG),2019-08-01,2267.5
Anambra,South East,Small Cylinder (5KG),2019-09-01,2277.6029303724663
Anambra,South East,Small Cylinder (5KG),2019-10-01,2146.66666666667
Anambra,South East,Small Cylinder (5KG),2019-11-01,2253.033338761741
Anambra,South East,Small Cylinder (5KG),2019-12-01,2253.506059302321
Anambra,South East,Small Cylinder (5KG),2020-01-01,2170.66666666667
Anambra,South East,Small Cylinder (5KG),2020-02-01,2238.41013050627
Anambra,South East,Small Cylinder (5KG),2020-03-01,2166.66666666667
Anambra,South East,Small Cylinder (5KG),2020-04-01,2084.66666666667
Anambra,South East,Small Cylinder (5KG),2020-05-01,2125.15981581168
Anambra,South East,Small Cylinder (5KG),2020-06-01,2208.953171996164
Anambra,South East,Small Cylinder (5KG),2020-07-01,2205.5665939196965
Anambra,South East,Small Cylinder (5KG),2020-08-01,2205.5665939197
Anambra,South East,Small Cylinder (5KG),2020-09-01,2194.0039884379557
Anambra,South East,Small Cylinder (5KG),2020-10-01,2044.16666666667
Anambra,South East,Small Cylinder (5KG),2020-11-01,2075.83006514364
Anambra,South East,Small Cylinder (5KG),2020-12-01,2105.45361355469
Anambra,South East,Small Cylinder (5KG),2021-01-01,2190
Anambra,South East,Small Cylinder (5KG),2021-02-01,2292
Anambra,South East,Small Cylinder (5KG),2021-03-01,2373.3333333333335
Anambra,South East,Small Cylinder (5KG),2021-04-01,2255.5555555555557
Anambra,South East,Small Cylinder (5KG),2021-05-01,2357.14285714286
Anambra,South East,Small Cylinder (5KG),2021-06-01,2400
Anambra,South East,Small Cylinder (5KG),2021-07-01,2485.714285714286
Anambra,South East,Small Cylinder (5KG),2021-08-01,2244.368818199715
Anambra,South East,Small Cylinder (5KG),2021-09-01,2803.846153846154
Anambra,South East,Small Cylinder (5KG),2021-10-01,3275
Anambra,South East,Small Cylinder (5KG),2021-11-01,3807.5
Anambra,South East,Small Cylinder (5KG),2021-12-01,3754.5454545454545
Anambra,South East,Small Cylinder (5KG),2022-01-01,3961.1111111111113
Anambra,South East,Small Cylinder (5KG),2022-02-01,3990
Anambra,South East,Small Cylinder (5KG),2022-03-01,4046.15384615385
Anambra,South East,Small Cylinder (5KG),2022-04-01,3863.33333333333
Anambra,South East,Small Cylinder (5KG),2022-05-01,3940.76923076923
Anambra,South East,Small Cylinder (5KG),2022-06-01,4220
Anambra,South East,Small Cylinder (5KG),2022-07-01,4296.42857142857
Anambra,South East,Small Cylinder (5KG),2022-08-01,4309.09090909091
Anambra,South East,Small Cylinder (5KG),2022-09-01,4100
Anambra,South East,Small Cylinder (5KG),2022-10-01,4164.285714285715
Anambra,South East,Small Cylinder (5KG),2022-11-01,4204.166666666667
Anambra,South East,Small Cylinder (5KG),2022-12-01,4182.142857142857
Anambra,South East,Small Cylinder (5KG),2023-01-23,4183.14285714286
Anambra,South East,Small Cylinder (5KG),2023-02-23,4232.72727272727
Anambra,South East,Small Cylinder (5KG),2023-03-23,4232.75
Anambra,South East,Small Cylinder (5KG),2023-04-23,4256.14
Anambra,South East,Small Cylinder (5KG),2023-05-23,3991.66666666667
Anambra,South East,Small Cylinder (5KG),2023-06-23,3825
Bauchi,North East,Small Cylinder (5KG),2019-01-01,2540
Bauchi,North East,Small Cylinder (5KG),2019-02-01,2500
Bauchi,North East,Small Cylinder (5KG),2019-03-01,2500
Bauchi,North East,Small Cylinder (5KG),2019-04-01,2513.3333333333335
Bauchi,North East,Small Cylinder (5KG),2019-05-01,2500
Bauchi,North East,Small Cylinder (5KG),2019-06-01,2450
Bauchi,North East,Small Cylinder (5KG),2019-07-01,2487.777777777778
Bauchi,North East,Small Cylinder (5KG),2019-08-01,2468.8888888888887
Bauchi,North East,Small Cylinder (5KG),2019-09-01,2481.88129872549
Bauchi,North East,Small Cylinder (5KG),2019-10-01,2481.8812987254855
Bauchi,North East,Small Cylinder (5KG),2019-11-01,2476.287557307089
Bauchi,North East,Small Cylinder (5KG),2019-12-01,2491.574316162301
Bauchi,North East,Small Cylinder (5KG),2020-01-01,2500
Bauchi,North East,Small Cylinder (5KG),2020-02-01,2487.5807618596855
Bauchi,North East,Small Cylinder (5KG),2020-03-01,2500
Bauchi,North East,Small Cylinder (5KG),2020-04-01,2486.548614428532
Bauchi,North East,Small Cylinder (5KG),2020-05-01,2484.329481411405
Bauchi,North East,Small Cylinder (5KG),2020-06-01,2483.0280471952365
Bauchi,North East,Small Cylinder (5KG),2020-07-01,2485.8004001009854
Bauchi,North East,Small Cylinder (5KG),2020-08-01,2489.603444487684
Bauchi,North East,Small Cylinder (5KG),2020-09-01,2487.366964073784
Bauchi,North East,Small Cylinder (5KG),2020-10-01,2487.824649787387
Bauchi,North East,Small Cylinder (5KG),2020-11-01,2488.3205710130815
Bauchi,North East,Small Cylinder (5KG),2020-12-01,2489.121662006263
Bauchi,North East,Small Cylinder (5KG),2021-01-01,2480
Bauchi,North East,Small Cylinder (5KG),2021-02-01,2487.456131764096
Bauchi,North East,Small Cylinder (5KG),2021-03-01,2487.4457462046526
Bauchi,North East,Small Cylinder (5KG),2021-04-01,2486.402408488676
Bauchi,North East,Small Cylinder (5KG),2021-05-01,2486.390225048409
Bauchi,North East,Small Cylinder (5KG),2021-06-01,2486.5620308248103
Bauchi,North East,Small Cylinder (5KG),2021-07-01,2486.856756399812
Bauchi,North East,Small Cylinder (5KG),2021-08-01,2486.9448063518325
Bauchi,North East,Small Cylinder (5KG),2021-09-01,2486.723381371744
Bauchi,North East,Small Cylinder (5KG),2021-10-01,2486.723381371744
Bauchi,North East,Small Cylinder (5KG),2021-11-01,2486.578008615408
Bauchi,North East,Small Cylinder (5KG),2021-12-01,2586.43285017752
Bauchi,North East,Small Cylinder (5KG),2022-01-01,2599.365014428407
Bauchi,North East,Small Cylinder (5KG),2022-02-01,2645
Bauchi,North East,Small Cylinder (5KG),2022-03-01,3400
Bauchi,North East,Small Cylinder (5KG),2022-04-01,3600
Bauchi,North East,Small Cylinder (5KG),2022-05-01,3750
Bauchi,North East,Small Cylinder (5KG),2022-06-01,3950
Bauchi,North East,Small Cylinder (5KG),2022-07-01,4071.03154292957
Bauchi,North East,Small Cylinder (5KG),2022-08-01,4183.32630143242
Bauchi,North East,Small Cylinder (5KG),2022-09-01,4474.29040483375
Bauchi,North East,Small Cylinder (5KG),2022-10-01,4573.3254055322
Bauchi,North East,Small Cylinder (5KG),2022-11-01,4600
Bauchi,North East,Small Cylinder (5KG),2022-12-01,4500
Bauchi,North East,Small Cylinder (5KG),2023-01-23,4508.33333333333
Bauchi,North East,Small Cylinder (5KG),2023-02-23,4511.5941214841
Bauchi,North East,Small Cylinder (5KG),2023-03-23,4511.6
Bauchi,North East,Small Cylinder (5KG),2023-04-23,4520.15
Bauchi,North East,Small Cylinder (5KG),2023-05-23,4512.919363704357
Bauchi,North East,Small Cylinder (5KG),2023-06-23,4215.15
Bayelsa,South South,Small Cylinder (5KG),2019-01-01,2300
Bayelsa,South South,Small Cylinder (5KG),2019-02-01,2300
Bayelsa,South South,Small Cylinder (5KG),2019-03-01,2250
Bayelsa,South South,Small Cylinder (5KG),2019-04-01,2050
Bayelsa,South South,Small Cylinder (5KG),2019-05-01,1920
Bayelsa,South South,Small Cylinder (5KG),2019-06-01,1900
Bayelsa,South South,Small Cylinder (5KG),2019-07-01,2020
Bayelsa,South South,Small Cylinder (5KG),2019-08-01,1980
Bayelsa,South South,Small Cylinder (5KG),2019-09-01,1886.66666666667
Bayelsa,South South,Small Cylinder (5KG),2019-10-01,1916.6666666666667
Bayelsa,South South,Small Cylinder (5KG),2019-11-01,2046.8194793450762
Bayelsa,South South,Small Cylinder (5KG),2019-12-01,2055.846067723201
Bayelsa,South South,Small Cylinder (5KG),2020-01-01,2126.66666666667
Bayelsa,South South,Small Cylinder (5KG),2020-02-01,2033.818737552787
Bayelsa,South South,Small Cylinder (5KG),2020-03-01,1938.888888888889
Bayelsa,South South,Small Cylinder (5KG),2020-04-01,1910
Bayelsa,South South,Small Cylinder (5KG),2020-05-01,1918.1818181818182
Bayelsa,South South,Small Cylinder (5KG),2020-06-01,1976.4271712632415
Bayelsa,South South,Small Cylinder (5KG),2020-07-01,1982.9331978447476
Bayelsa,South South,Small Cylinder (5KG),2020-08-01,1982.6201609169295
Bayelsa,South South,Small Cylinder (5KG),2020-09-01,1980.0933742232364
Bayelsa,South South,Small Cylinder (5KG),2020-10-01,1988.0846785844133
Bayelsa,South South,Small Cylinder (5KG),2020-11-01,1988.084678584415
Bayelsa,South South,Small Cylinder (5KG),2020-12-01,1983.3826350747913
Bayelsa,South South,Small Cylinder (5KG),2021-01-01,1896
Bayelsa,South South,Small Cylinder (5KG),2021-02-01,1885
Bayelsa,South South,Small Cylinder (5KG),2021-03-01,1952.0967640081237
Bayelsa,South South,Small Cylinder (5KG),2021-04-01,2000
Bayelsa,South South,Small Cylinder (5KG),2021-05-01,2110
Bayelsa,South South,Small Cylinder (5KG),2021-06-01,2235
Bayelsa,South South,Small Cylinder (5KG),2021-07-01,1997.9548885044126
Bayelsa,South South,Small Cylinder (5KG),2021-08-01,1997.9548885044126
Bayelsa,South South,Small Cylinder (5KG),2021-09-01,1999.2381236802573
Bayelsa,South South,Small Cylinder (5KG),2021-10-01,2561.53846153846
Bayelsa,South South,Small Cylinder (5KG),2021-11-01,2043.5484067455307
Bayelsa,South South,Small Cylinder (5KG),2021-12-01,3214.28571428571
Bayelsa,South South,Small Cylinder (5KG),2022-01-01,3804.1666666666665
Bayelsa,South South,Small Cylinder (5KG),2022-02-01,3890
Bayelsa,South South,Small Cylinder (5KG),2022-03-01,3931.81818181818
Bayelsa,South South,Small Cylinder (5KG),2022-04-01,4250
Bayelsa,South South,Small Cylinder (5KG),2022-05-01,4325
Bayelsa,South South,Small Cylinder (5KG),2022-06-01,4516.66666666667
Bayelsa,South South,Small Cylinder (5KG),2022-07-01,4544.54545454545
Bayelsa,South South,Small Cylinder (5KG),2022-08-01,4567.5
Bayelsa,South South,Small Cylinder (5KG),2022-09-01,4139.090909090909
Bayelsa,South South,Small Cylinder (5KG),2022-10-01,4176.923076923077
Bayelsa,South South,Small Cylinder (5KG),2022-11-01,4250
Bayelsa,South South,Small Cylinder (5KG),2022-12-01,4507.142857142857
Bayelsa,South South,Small Cylinder (5KG),2023-01-23,4666.66666666667
Bayelsa,South South,Small Cylinder (5KG),2023-02-23,4681.42857142857
Bayelsa,South South,Small Cylinder (5KG),2023-03-23,4681.45
Bayelsa,South South,Small Cylinder (5KG),2023-04-23,4812.5
Bayelsa,South South,Small Cylinder (5KG),2023-05-23,5016.66666666667
Bayelsa,South South,Small Cylinder (5KG),2023-06-23,4621.42857142857
Benue,North Central,Small Cylinder (5KG),2019-01-01,2000
Benue,North Central,Small Cylinder (5KG),2019-02-01,1980
Benue,North Central,Small Cylinder (5KG),2019-03-01,2020
Benue,North Central,Small Cylinder (5KG),2019-04-01,2066.66666666667
Benue,North Central,Small Cylinder (5KG),2019-05-01,1900
Benue,North Central,Small Cylinder (5KG),2019-06-01,1870
Benue,North Central,Small Cylinder (5KG),2019-07-01,1945.5555555555566
Benue,North Central,Small Cylinder (5KG),2019-08-01,1907.7777777777783
Benue,North Central,Small Cylinder (5KG),2019-09-01,1900
Benue,North Central,Small Cylinder (5KG),2019-10-01,1978.911417968008
Benue,North Central,Small Cylinder (5KG),2019-11-01,1950
Benue,North Central,Small Cylinder (5KG),2019-12-01,2050
Benue,North Central,Small Cylinder (5KG),2020-01-01,2000
Benue,North Central,Small Cylinder (5KG),2020-02-01,1900
Benue,North Central,Small Cylinder (5KG),2020-03-01,1966.6666666666667
Benue,North Central,Small Cylinder (5KG),2020-04-01,2000
Benue,North Central,Small Cylinder (5KG),2020-05-01,1960
Benue,North Central,Small Cylinder (5KG),2020-06-01,1925
Benue,North Central,Small Cylinder (5KG),2020-07-01,1956.5047969433176
Benue,North Central,Small Cylinder (5KG),2020-08-01,2026.66666666667
Benue,North Central,Small Cylinder (5KG),2020-09-01,1967.3059342384142
Benue,North Central,Small Cylinder (5KG),2020-10-01,2083.33333333333
Benue,North Central,Small Cylinder (5KG),2020-11-01,2125
Benue,North Central,Small Cylinder (5KG),2020-12-01,2096
Benue,North Central,Small Cylinder (5KG),2021-01-01,1995
Benue,North Central,Small Cylinder (5KG),2021-02-01,1999.0132901463337
Benue,North Central,Small Cylinder (5KG),2021-03-01,2085.714285714286
Benue,North Central,Small Cylinder (5KG),2021-04-01,1980
Benue,North Central,Small Cylinder (5KG),2021-05-01,2015.6608438390108
Benue,North Central,Small Cylinder (5KG),2021-06-01,2100
Benue,North Central,Small Cylinder (5KG),2021-07-01,2540
