state_and_capital,geo_zone,item,date,average_price
Adamawa,North East,Medium Cylinder (10KG or 12.5KG),2022-07-01,9540
Adamawa,North East,Medium Cylinder (10KG or 12.5KG),2022-08-01,9800
Adamawa,North East,Medium Cylinder (10KG or 12.5KG),2022-09-01,9808.71428571429
Adamawa,North East,Medium Cylinder (10KG or 12.5KG),2022-10-01,9985.71428571429
Adamawa,North East,Medium Cylinder (10KG or 12.5KG),2022-11-01,9992
Adamawa,North East,Medium Cylinder (10KG or 12.5KG),2022-12-01,10014.2857142857
Adamawa,North East,Medium Cylinder (10KG or 12.5KG),2023-01-23,9985.71428571429
Adamawa,North East,Medium Cylinder (10KG or 12.5KG),2023-02-23,9866.66666666667
Adamawa,North East,Medium Cylinder (10KG or 12.5KG),2023-03-23,9880.75
Adamawa,North East,Medium Cylinder (10KG or 12.5KG),2023-04-23,9980
Adamawa,North East,Medium Cylinder (10KG or 12.5KG),2023-05-23,7925
Adamawa,North East,Medium Cylinder (10KG or 12.5KG),2023-06-23,7500
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2019-01-01,4850
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2019-02-01,4700
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2019-03-01,4745
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2019-04-01,4720
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2019-05-01,4611.66666666667
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2019-06-01,4640
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2019-07-01,4657.2222222222235
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2019-08-01,4648.611111111111
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2019-09-01,4685.04840924577
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2019-10-01,4522.5
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2019-11-01,4622.22222222222
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2019-12-01,4680.046609991476
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2020-01-01,4687.222222222223
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2020-02-01,4659.624768499859
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2020-03-01,4665
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2020-04-01,4686.875
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2020-05-01,4546.9546696074
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2020-06-01,4555.555555555556
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2020-07-01,4634.386775733852
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2020-08-01,4622.5
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2020-09-01,4554.44444444444
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2020-10-01,4562.5
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2020-11-01,4587.6
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2020-12-01,4614.485851899896
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2021-01-01,4614.485851899896
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2021-02-01,4626.666666666667
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2021-03-01,4605.750474581086
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2021-04-01,4600.847114682255
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2021-05-01,4593.749803984496
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2021-06-01,4597.671069094344
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2021-07-01,4601.198220729915
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2021-08-01,4598.443259777557
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2021-09-01,6477.727272727273
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2021-10-01,6517
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2021-11-01,6681.81818181818
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2021-12-01,6708.333333333333
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2022-01-01,6741.874999999999
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2022-02-01,6816
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2022-03-01,6840.90909090909
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2022-04-01,7865
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2022-05-01,8986.363636363636
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2022-06-01,9992.857142857143
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2022-07-01,10030
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2022-08-01,10044.1666666666
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2022-09-01,10054.2857142857
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2022-10-01,10206.25
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2022-11-01,10353.5714285714
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2022-12-01,10610
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2023-01-23,10712.2222222222
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2023-02-23,10879.5
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2023-03-23,10880.2
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2023-04-23,10900
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2023-05-23,10174.285714285714
Akwa Ibom,South South,Medium Cylinder (10KG or 12.5KG),2023-06-23,8992.857142857143
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2019-01-01,4553.846153846154
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2019-02-01,4521.428571428572
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2019-03-01,4650
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2019-04-01,4509.523809523809
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2019-05-01,4506.666666666667
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2019-06-01,4470
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2019-07-01,4386.28571428571
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2019-08-01,4478.14285714286
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2019-09-01,4539.682264091976
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2019-10-01,4546.770145410889
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2019-11-01,4521.478178383522
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2019-12-01,4516.721762651325
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2020-01-01,4464.28571428571
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2020-02-01,4508.860294679659
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2020-03-01,4535
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2020-04-01,4498.417216675469
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2020-05-01,4497.492902959865
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2020-06-01,4496.729266103857
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2020-07-01,4498.963906486915
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2020-08-01,4502.019351444898
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2020-09-01,4451.78571428571
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2020-10-01,4503.13871918116
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2020-11-01,4499.521722009347
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2020-12-01,4027.2727272727275
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2021-01-01,4124.91225143963
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2021-02-01,4425.6566256126935
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2021-03-01,4418.79268651306
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2021-04-01,4409.244222014432
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2021-05-01,4401.893418797421
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2021-06-01,4394.019122808211
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2021-07-01,4385.566587773866
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2021-08-01,4376.24683312889
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2021-09-01,6897.916666666667
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2021-10-01,6942.85714285714
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2021-11-01,6777.77777777778
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2021-12-01,7188.46153846154
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2022-01-01,7224.403846153847
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2022-02-01,7245.76923076923
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2022-03-01,7436.42857142857
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2022-04-01,8609
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2022-05-01,9120.892857142857
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2022-06-01,10060
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2022-07-01,10125
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2022-08-01,9948.863636363636
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2022-09-01,9966.66666666667
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2022-10-01,10286.6666666666
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2022-11-01,10392.857142857143
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2022-12-01,10612.5
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2023-01-23,10662.5
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2023-02-23,10768.75
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2023-03-23,10768.8
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2023-04-23,10790
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2023-05-23,9547.916666666666
Anambra,South East,Medium Cylinder (10KG or 12.5KG),2023-06-23,9833.33333333333
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2019-01-01,4500
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2019-02-01,4500
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2019-03-01,4500
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2019-04-01,4600
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2019-05-01,4525
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2019-06-01,4525
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2019-07-01,4550
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2019-08-01,4537.5
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2019-09-01,4468.36534382538
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2019-10-01,4462.618300586987
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2019-11-01,4300
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2019-12-01,4396.83200654789
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2020-01-01,4400
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2020-02-01,4479.751843632608
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2020-03-01,4450
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2020-04-01,4473.900988796275
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2020-05-01,4463.5500952409575
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2020-06-01,4458.467095358913
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2020-07-01,4500
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2020-08-01,4452.679358145707
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2020-09-01,4441.878136156995
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2020-10-01,4439.677968922172
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2020-11-01,4437.7716060480025
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2020-12-01,4454.264460477915
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2021-01-01,4500
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2021-02-01,4682.5
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2021-03-01,4579.10562647935
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2021-04-01,4475
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2021-05-01,4489.885311010509
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2021-06-01,4500
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2021-07-01,4495.55928671529
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2021-08-01,4495.189425142555
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2021-09-01,6220
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2021-10-01,6644.15602415261
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2021-11-01,6500
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2021-12-01,6939.46888788614
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2022-01-01,6974.16623232557
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2022-02-01,7000
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2022-03-01,7500
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2022-04-01,7814.68700260878
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2022-05-01,9000
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2022-06-01,9400
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2022-07-01,9525
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2022-08-01,9509.07316863106
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2022-09-01,9612.2313642535
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2022-10-01,9812.2313642535
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2022-11-01,9850
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2022-12-01,9871.93393067321
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2023-01-23,9875
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2023-02-23,9880.26674512113
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2023-03-23,9885.32
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2023-04-23,10100
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2023-05-23,9935.146686280283
Bauchi,North East,Medium Cylinder (10KG or 12.5KG),2023-06-23,9535.14668628028
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2019-01-01,4590
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2019-02-01,4600
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2019-03-01,4577.272727272727
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2019-04-01,4650
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2019-05-01,4690
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2019-06-01,4654.54545454545
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2019-07-01,4588.888888888889
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2019-08-01,4569.23
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2019-09-01,4550
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2019-10-01,4508.333333333333
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2019-11-01,4611.111111111111
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2019-12-01,4524
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2020-01-01,4620
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2020-02-01,4594.990866273658
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2020-03-01,4635.55555555556
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2020-04-01,4599.420722319572
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2020-05-01,4545.454545454545
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2020-06-01,4583.258571560612
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2020-07-01,4568.18181818182
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2020-08-01,4544.44444444444
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2020-09-01,4535
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2020-10-01,4468.18181818182
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2020-11-01,4558.33333333333
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2020-12-01,4494.444444444444
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2021-01-01,4379.16666666667
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2021-02-01,4416.666666666667
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2021-03-01,4530
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2021-04-01,4518.085654254756
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2021-05-01,4511.37300944658
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2021-06-01,4508.544442815737
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2021-07-01,4502.373518541294
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2021-08-01,4496.93247586045
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2021-09-01,6540
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2021-10-01,6830.76923076923
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2021-11-01,6980.76923076923
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2021-12-01,6678.571428571428
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2022-01-01,6711.964285714285
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2022-02-01,6851.25
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2022-03-01,7252.27272727273
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2022-04-01,8916.666666666666
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2022-05-01,9091.66666666667
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2022-06-01,9761.363636363636
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2022-07-01,9793.181818181818
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2022-08-01,10169
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2022-09-01,10178.636363636364
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2022-10-01,10333.3333333333
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2022-11-01,10342.8571428571
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2022-12-01,10489.285714285714
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2023-01-23,10322.222222222223
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2023-02-23,10528.57142857143
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2023-03-23,10692.857142857143
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2023-04-23,10700.15
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2023-05-23,10103.333333333334
Bayelsa,South South,Medium Cylinder (10KG or 12.5KG),2023-06-23,9812.55
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2019-01-01,4375
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2019-02-01,4550
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2019-03-01,4525
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2019-04-01,4483.333333333333
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2019-05-01,4500
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2019-06-01,4500
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2019-07-01,4600.66666666667
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2019-08-01,4625
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2019-09-01,4600
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2019-10-01,4666.666666666667
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2019-11-01,4500
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2019-12-01,4600
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2020-01-01,4600
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2020-02-01,4500
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2020-03-01,4560
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2020-04-01,4560.919346339307
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2020-05-01,4525
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2020-06-01,4500
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2020-07-01,4300
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2020-08-01,4357.31754767085
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2020-09-01,4325
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2020-10-01,4276.66666666667
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2020-11-01,4300
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2020-12-01,4466.666666666667
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2021-01-01,4382.5
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2021-02-01,4585.71428571429
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2021-03-01,4642.857142857143
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2021-04-01,4533.55814942313
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2021-05-01,4635.71428571429
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2021-06-01,4540.27105104723
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2021-07-01,4443.568923433292
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2021-08-01,4455.747200720343
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2021-09-01,5920
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2021-10-01,6085.714285714285
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2021-11-01,7485.714285714285
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2021-12-01,7175
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2022-01-01,7178.5875
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2022-02-01,7280
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2022-03-01,7328.57142857143
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2022-04-01,8200
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2022-05-01,8875
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2022-06-01,9083.333333333334
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2022-07-01,10080
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2022-08-01,9937.5
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2022-09-01,9938
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2022-10-01,10225
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2022-11-01,11150
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2022-12-01,11250
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2023-01-23,11260.6666666667
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2023-02-23,10375
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2023-03-23,10375.15
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2023-04-23,10763.15
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2023-05-23,9400
Benue,North Central,Medium Cylinder (10KG or 12.5KG),2023-06-23,9016.52
Borno,North East,Medium Cylinder (10KG or 12.5KG),2019-01-01,4200
Borno,North East,Medium Cylinder (10KG or 12.5KG),2019-02-01,4320
Borno,North East,Medium Cylinder (10KG or 12.5KG),2019-03-01,4275
Borno,North East,Medium Cylinder (10KG or 12.5KG),2019-04-01,4287.5
Borno,North East,Medium Cylinder (10KG or 12.5KG),2019-05-01,4162.5
Borno,North East,Medium Cylinder (10KG or 12.5KG),2019-06-01,4224
Borno,North East,Medium Cylinder (10KG or 12.5KG),2019-07-01,4193.25
Borno,North East,Medium Cylinder (10KG or 12.5KG),2019-08-01,4237.72463638293
Borno,North East,Medium Cylinder (10KG or 12.5KG),2019-09-01,4229.94925144751
Borno,North East,Medium Cylinder (10KG or 12.5KG),2019-10-01,4278.244496534395
Borno,North East,Medium Cylinder (10KG or 12.5KG),2019-11-01,4185.714285714285
Borno,North East,Medium Cylinder (10KG or 12.5KG),2019-12-01,4224.082846540418
Borno,North East,Medium Cylinder (10KG or 12.5KG),2020-01-01,4300
Borno,North East,Medium Cylinder (10KG or 12.5KG),2020-02-01,4242.902695897987
Borno,North East,Medium Cylinder (10KG or 12.5KG),2020-03-01,4250
Borno,North East,Medium Cylinder (10KG or 12.5KG),2020-04-01,4234.4702245374865
Borno,North East,Medium Cylinder (10KG or 12.5KG),2020-05-01,4230.080795588541
Borno,North East,Medium Cylinder (10KG or 12.5KG),2020-06-01,4235.761811885706
Borno,North East,Medium Cylinder (10KG or 12.5KG),2020-07-01,4257.142857142857
Borno,North East,Medium Cylinder (10KG or 12.5KG),2020-08-01,4246.746115517987
Borno,North East,Medium Cylinder (10KG or 12.5KG),2020-09-01,4242.837693328799
Borno,North East,Medium Cylinder (10KG or 12.5KG),2020-10-01,4185.714285714285
Borno,North East,Medium Cylinder (10KG or 12.5KG),2020-11-01,4185.714285714285
Borno,North East,Medium Cylinder (10KG or 12.5KG),2020-12-01,4185.714285714285
Borno,North East,Medium Cylinder (10KG or 12.5KG),2021-01-01,4185.714285714285
Borno,North East,Medium Cylinder (10KG or 12.5KG),2021-02-01,4223.47614029018
Borno,North East,Medium Cylinder (10KG or 12.5KG),2021-03-01,4221.861281228704
Borno,North East,Medium Cylinder (10KG or 12.5KG),2021-04-01,4185.714285714285
Borno,North East,Medium Cylinder (10KG or 12.5KG),2021-05-01,4185.714285714285
Borno,North East,Medium Cylinder (10KG or 12.5KG),2021-06-01,4185.714285714285
Borno,North East,Medium Cylinder (10KG or 12.5KG),2021-07-01,4942.857142857143
Borno,North East,Medium Cylinder (10KG or 12.5KG),2021-08-01,4933.333333333333
Borno,North East,Medium Cylinder (10KG or 12.5KG),2021-09-01,5100
Borno,North East,Medium Cylinder (10KG or 12.5KG),2021-10-01,5133.33333333333
Borno,North East,Medium Cylinder (10KG or 12.5KG),2021-11-01,5413.33333333333
Borno,North East,Medium Cylinder (10KG or 12.5KG),2021-12-01,5852.12909511443
Borno,North East,Medium Cylinder (10KG or 12.5KG),2022-01-01,5881.389740590002
Borno,North East,Medium Cylinder (10KG or 12.5KG),2022-02-01,5913.33333333333
Borno,North East,Medium Cylinder (10KG or 12.5KG),2022-03-01,6100
Borno,North East,Medium Cylinder (10KG or 12.5KG),2022-04-01,6800
Borno,North East,Medium Cylinder (10KG or 12.5KG),2022-05-01,8225
Borno,North East,Medium Cylinder (10KG or 12.5KG),2022-06-01,9225
Borno,North East,Medium Cylinder (10KG or 12.5KG),2022-07-01,9585.71428571429
Borno,North East,Medium Cylinder (10KG or 12.5KG),2022-08-01,9546.45174026845
Borno,North East,Medium Cylinder (10KG or 12.5KG),2022-09-01,9685.71428571429
Borno,North East,Medium Cylinder (10KG or 12.5KG),2022-10-01,9760
Borno,North East,Medium Cylinder (10KG or 12.5KG),2022-11-01,9850.71428571429
Borno,North East,Medium Cylinder (10KG or 12.5KG),2022-12-01,9873.33333333333
