state_and_capital,geo_zone,date,average_price
Kano,North West,2020-01-01,238.07692307692307
Kano,North West,2020-02-01,225.76923076923077
Kano,North West,2020-03-01,214.16666666666666
Kano,North West,2020-04-01,214.16666666666666
Kano,North West,2020-05-01,226.71855620624362
Kano,North West,2020-06-01,226.66666666666666
Kano,North West,2020-07-01,221.91666666666666
Kano,North West,2020-08-01,215.5
Kano,North West,2020-09-01,215.5
Kano,North West,2020-10-01,224
Kano,North West,2020-11-01,234.2
Kano,North West,2020-12-01,240.55555555555554
Kano,North West,2021-01-01,252.125
Kano,North West,2021-02-01,240.55555555555554
Kano,North West,2021-03-01,230
Kano,North West,2021-04-01,237.72727272727272
Kano,North West,2021-05-01,232.0625
Kano,North West,2021-06-01,243.33333333333334
Kano,North West,2021-07-01,236.64285714285714
Kano,North West,2021-08-01,236.64285714285714
Kano,North West,2021-09-01,235.10440040572652
Kano,North West,2021-10-01,236.181818181818
Kano,North West,2021-11-01,278.5
Kano,North West,2021-12-01,325
Kano,North West,2022-01-01,224.28571428571428
Kano,North West,2022-02-01,250.0625
Kano,North West,2022-03-01,620
Kano,North West,2022-04-01,674.1666666666666
Kano,North West,2022-05-01,690
Kano,North West,2022-06-01,725
Kano,North West,2022-07-01,730
Kano,North West,2022-08-01,804.5454545454545
Kano,North West,2022-09-01,835
Kano,North West,2022-10-01,838.8888888888889
Kano,North West,2022-11-01,849.0909090909091
Kano,North West,2022-12-01,848.5
Kano,North West,2023-01-23,862.5
Kano,North West,2023-02-23,869.428571428571
Kano,North West,2023-03-23,874.444444444444
Kano,North West,2023-04-23,879.444444444444
Kano,North West,2023-05-23,870.833333333333
Kano,North West,2023-06-23,854.444444444444
Katsina,North West,2019-01-01,233.5
Katsina,North West,2019-02-01,211.5
Katsina,North West,2019-03-01,222
Katsina,North West,2019-04-01,221.65
Katsina,North West,2019-05-01,233.57142857142858
Katsina,North West,2019-06-01,233.57142857142858
Katsina,North West,2019-07-01,233.57142857142858
Katsina,North West,2019-08-01,233.57
Katsina,North West,2019-09-01,228.63636363636363
Katsina,North West,2019-10-01,233.57142857142858
Katsina,North West,2019-11-01,221.66666666666666
Katsina,North West,2019-12-01,233.5
Katsina,North West,2020-01-01,233.5
Katsina,North West,2020-02-01,211.5
Katsina,North West,2020-03-01,224.5
Katsina,North West,2020-04-01,224.5
Katsina,North West,2020-05-01,228.70282963876335
Katsina,North West,2020-06-01,226.5
Katsina,North West,2020-07-01,227.71758210055307
Katsina,North West,2020-08-01,236
Katsina,North West,2020-09-01,227.95379859742664
Katsina,North West,2020-10-01,249.28571428571428
Katsina,North West,2020-11-01,228.612942341521
Katsina,North West,2020-12-01,249.28571428571428
Katsina,North West,2021-01-01,229.5
Katsina,North West,2021-02-01,239.285714285714
Katsina,North West,2021-03-01,236.875
Katsina,North West,2021-04-01,238.125
Katsina,North West,2021-05-01,227.5
Katsina,North West,2021-06-01,226.5
Katsina,North West,2021-07-01,252.57142857142858
Katsina,North West,2021-08-01,252.57142857142858
Katsina,North West,2021-09-01,225
Katsina,North West,2021-10-01,235.714285714286
Katsina,North West,2021-11-01,224.375
Katsina,North West,2021-12-01,225
Katsina,North West,2022-01-01,293
Katsina,North West,2022-02-01,314.125
Katsina,North West,2022-03-01,585
Katsina,North West,2022-04-01,700
Katsina,North West,2022-05-01,673.8461538461538
Katsina,North West,2022-06-01,786.3636363636364
Katsina,North West,2022-07-01,695
Katsina,North West,2022-08-01,702.222222222222
Katsina,North West,2022-09-01,710
Katsina,North West,2022-10-01,792.7272727272727
Katsina,North West,2022-11-01,803.75
Katsina,North West,2022-12-01,791.25
Katsina,North West,2023-01-23,791.25
Katsina,North West,2023-02-23,778.75
Katsina,North West,2023-03-23,779.777777777778
Katsina,North West,2023-04-23,829.777777777778
Katsina,North West,2023-05-23,814.285714285714
Katsina,North West,2023-06-23,785.12
Kebbi,North West,2019-01-01,231.11111111111111
Kebbi,North West,2019-02-01,225.714285714286
Kebbi,North West,2019-03-01,227.5
Kebbi,North West,2019-04-01,230.2
Kebbi,North West,2019-05-01,231.11111111111111
Kebbi,North West,2019-06-01,231.11111111111111
Kebbi,North West,2019-07-01,231.11111111111111
Kebbi,North West,2019-08-01,225
Kebbi,North West,2019-09-01,239.5
Kebbi,North West,2019-10-01,225
Kebbi,North West,2019-11-01,227.5
Kebbi,North West,2019-12-01,232.77777777777777
Kebbi,North West,2020-01-01,240.75
Kebbi,North West,2020-02-01,230.5538263786204
Kebbi,North West,2020-03-01,230.83333333333334
Kebbi,North West,2020-04-01,230.83333333333334
Kebbi,North West,2020-05-01,205.83333333333334
Kebbi,North West,2020-06-01,239.5
Kebbi,North West,2020-07-01,235
Kebbi,North West,2020-08-01,240.2
Kebbi,North West,2020-09-01,240.2
Kebbi,North West,2020-10-01,247.14285714285714
Kebbi,North West,2020-11-01,258.57142857142856
Kebbi,North West,2020-12-01,256.6666666666667
Kebbi,North West,2021-01-01,257.5
Kebbi,North West,2021-02-01,257.5
Kebbi,North West,2021-03-01,222.77777777777777
Kebbi,North West,2021-04-01,224.625
Kebbi,North West,2021-05-01,225
Kebbi,North West,2021-06-01,241.70763356073
Kebbi,North West,2021-07-01,236.66666666666666
Kebbi,North West,2021-08-01,214.16666666666666
Kebbi,North West,2021-09-01,230
Kebbi,North West,2021-10-01,214.16666666666666
Kebbi,North West,2021-11-01,214.16666666666666
Kebbi,North West,2021-12-01,232.35602867631854
Kebbi,North West,2022-01-01,230
Kebbi,North West,2022-02-01,231.66666666666666
Kebbi,North West,2022-03-01,450
Kebbi,North West,2022-04-01,700
Kebbi,North West,2022-05-01,700
Kebbi,North West,2022-06-01,750
Kebbi,North West,2022-07-01,780
Kebbi,North West,2022-08-01,777.1428571428571
Kebbi,North West,2022-09-01,783
Kebbi,North West,2022-10-01,787.777777777778
Kebbi,North West,2022-11-01,789
Kebbi,North West,2022-12-01,800
Kebbi,North West,2023-01-23,813.333333333333
Kebbi,North West,2023-02-23,821.42857142857
Kebbi,North West,2023-03-23,823.333333333333
Kebbi,North West,2023-04-23,773.333333333333
Kebbi,North West,2023-05-23,780
Kebbi,North West,2023-06-23,746
Kogi,North Central,2019-01-01,216.666666666667
Kogi,North Central,2019-02-01,217.5
Kogi,North Central,2019-03-01,220.333333333333
Kogi,North Central,2019-04-01,220.95
Kogi,North Central,2019-05-01,232.5
Kogi,North Central,2019-06-01,205.75
Kogi,North Central,2019-07-01,218.571428571429
Kogi,North Central,2019-08-01,228.57
Kogi,North Central,2019-09-01,228.57142857142858
Kogi,North Central,2019-10-01,237.14285714285714
Kogi,North Central,2019-11-01,229.375
Kogi,North Central,2019-12-01,227.5
Kogi,North Central,2020-01-01,232.14285714285714
Kogi,North Central,2020-02-01,217.5
Kogi,North Central,2020-03-01,237.14285714285714
Kogi,North Central,2020-04-01,237.14285714285714
Kogi,North Central,2020-05-01,227.4734937726627
Kogi,North Central,2020-06-01,209
Kogi,North Central,2020-07-01,212.5
Kogi,North Central,2020-08-01,206.625
Kogi,North Central,2020-09-01,200.83333333333334
Kogi,North Central,2020-10-01,216
Kogi,North Central,2020-11-01,228.33333333333334
Kogi,North Central,2020-12-01,230.3846153846154
Kogi,North Central,2021-01-01,212.5
Kogi,North Central,2021-02-01,217.14285714285714
Kogi,North Central,2021-03-01,228.57142857142858
Kogi,North Central,2021-04-01,215
Kogi,North Central,2021-05-01,239
Kogi,North Central,2021-06-01,237
Kogi,North Central,2021-07-01,234.16666666666666
Kogi,North Central,2021-08-01,213.33333333333334
Kogi,North Central,2021-09-01,273.75
Kogi,North Central,2021-10-01,257.5
Kogi,North Central,2021-11-01,272.14285714285717
Kogi,North Central,2021-12-01,264.1666666666667
Kogi,North Central,2022-01-01,290
Kogi,North Central,2022-02-01,312
Kogi,North Central,2022-03-01,540
Kogi,North Central,2022-04-01,550
Kogi,North Central,2022-05-01,653.571428571429
Kogi,North Central,2022-06-01,678
Kogi,North Central,2022-07-01,763.3333333333334
Kogi,North Central,2022-08-01,804.545454545455
Kogi,North Central,2022-09-01,814.4444444444445
Kogi,North Central,2022-10-01,811.1111111111111
Kogi,North Central,2022-11-01,813.333333333333
Kogi,North Central,2022-12-01,827.7777777777778
Kogi,North Central,2023-01-23,833.3333333333334
Kogi,North Central,2023-02-23,843.333333333333
Kogi,North Central,2023-03-23,845.86
Kogi,North Central,2023-04-23,875.86
Kogi,North Central,2023-05-23,873.333333333333
Kogi,North Central,2023-06-23,872.857142857143
Kwara,North Central,2019-01-01,249
Kwara,North Central,2019-02-01,235
Kwara,North Central,2019-03-01,234
Kwara,North Central,2019-04-01,235.6
Kwara,North Central,2019-05-01,228
Kwara,North Central,2019-06-01,238
Kwara,North Central,2019-07-01,243
Kwara,North Central,2019-08-01,243
Kwara,North Central,2019-09-01,243
Kwara,North Central,2019-10-01,228
Kwara,North Central,2019-11-01,241.66666666666666
Kwara,North Central,2019-12-01,235
Kwara,North Central,2020-01-01,239.25
Kwara,North Central,2020-02-01,235
Kwara,North Central,2020-03-01,231.66666666666666
Kwara,North Central,2020-04-01,232
Kwara,North Central,2020-05-01,216.66666666666666
Kwara,North Central,2020-06-01,235.40005340296688
Kwara,North Central,2020-07-01,232
Kwara,North Central,2020-08-01,226.66666666666666
Kwara,North Central,2020-09-01,191
Kwara,North Central,2020-10-01,173.25
Kwara,North Central,2020-11-01,182.5
Kwara,North Central,2020-12-01,195
Kwara,North Central,2021-01-01,211.25
Kwara,North Central,2021-02-01,226.85999999999999
Kwara,North Central,2021-03-01,249.39499999999998
Kwara,North Central,2021-04-01,246
Kwara,North Central,2021-05-01,241.25
Kwara,North Central,2021-06-01,261
Kwara,North Central,2021-07-01,268.57142857142856
Kwara,North Central,2021-08-01,281.25
Kwara,North Central,2021-09-01,245
Kwara,North Central,2021-10-01,229.29673601213614
Kwara,North Central,2021-11-01,318
Kwara,North Central,2021-12-01,322.5
Kwara,North Central,2022-01-01,319
Kwara,North Central,2022-02-01,330
Kwara,North Central,2022-03-01,512
Kwara,North Central,2022-04-01,693.3333333333334
Kwara,North Central,2022-05-01,658.3333333333334
Kwara,North Central,2022-06-01,800
Kwara,North Central,2022-07-01,792.5
Kwara,North Central,2022-08-01,816.666666666667
Kwara,North Central,2022-09-01,817.1428571428571
Kwara,North Central,2022-10-01,831.4285714285714
Kwara,North Central,2022-11-01,836.428571428571
Kwara,North Central,2022-12-01,828.3333333333334
Kwara,North Central,2023-01-23,825
Kwara,North Central,2023-02-23,826.25
Kwara,North Central,2023-03-23,828.333333333333
Kwara,North Central,2023-04-23,858.333333333333
Kwara,North Central,2023-05-23,855
Kwara,North Central,2023-06-23,837.5
Lagos,South West,2019-01-01,230.789473684211
Lagos,South West,2019-02-01,233.05555555555554
Lagos,South West,2019-03-01,233.63636363636363
Lagos,South West,2019-04-01,238.24
Lagos,South West,2019-05-01,233.93034821903254
Lagos,South West,2019-06-01,221.05263157894737
Lagos,South West,2019-07-01,223.05882352941177
Lagos,South West,2019-08-01,219.62
Lagos,South West,2019-09-01,220.78947368421052
Lagos,South West,2019-10-01,222.40740740740742
Lagos,South West,2019-11-01,230.27777777777777
Lagos,South West,2019-12-01,239.473684210526
Lagos,South West,2020-01-01,227.857142857143
Lagos,South West,2020-02-01,225
Lagos,South West,2020-03-01,225
Lagos,South West,2020-04-01,225
Lagos,South West,2020-05-01,215
Lagos,South West,2020-06-01,215.22222222222223
Lagos,South West,2020-07-01,226.31578947368422
Lagos,South West,2020-08-01,221.94444444444446
Lagos,South West,2020-09-01,210.35
Lagos,South West,2020-10-01,213.72222222222223
Lagos,South West,2020-11-01,214.68421052631578
Lagos,South West,2020-12-01,221.375
Lagos,South West,2021-01-01,220.78947368421052
Lagos,South West,2021-02-01,228.4375
Lagos,South West,2021-03-01,240.45454545454547
Lagos,South West,2021-04-01,247.3684210526316
Lagos,South West,2021-05-01,245
Lagos,South West,2021-06-01,238.25
Lagos,South West,2021-07-01,245
Lagos,South West,2021-08-01,244.0625
Lagos,South West,2021-09-01,247.64705882352942
Lagos,South West,2021-10-01,258.75
Lagos,South West,2021-11-01,294.7368421052632
Lagos,South West,2021-12-01,243.65321138395672
Lagos,South West,2022-01-01,303.263157894737
Lagos,South West,2022-02-01,335.9375
Lagos,South West,2022-03-01,668.75
Lagos,South West,2022-04-01,660.6666666666666
Lagos,South West,2022-05-01,703.555555555556
Lagos,South West,2022-06-01,727
Lagos,South West,2022-07-01,773.235294117647
Lagos,South West,2022-08-01,769
Lagos,South West,2022-09-01,742.1428571428571
Lagos,South West,2022-10-01,778.2352941176471
Lagos,South West,2022-11-01,783.54066666667
Lagos,South West,2022-12-01,835.2941176470588
Lagos,South West,2023-01-23,845.909090909091
Lagos,South West,2023-02-23,840.6666666666666
Lagos,South West,2023-03-23,839.294117647059
Lagos,South West,2023-04-23,829.294117647059
Lagos,South West,2023-05-23,818.947368421053
Lagos,South West,2023-06-23,806.428571428571
Nasarawa,North Central,2019-01-01,213.125
Nasarawa,North Central,2019-02-01,217.25
Nasarawa,North Central,2019-03-01,218.5
Nasarawa,North Central,2019-04-01,219.21
Nasarawa,North Central,2019-05-01,206.928571428571
Nasarawa,North Central,2019-06-01,196.9090909090909
Nasarawa,North Central,2019-07-01,206.6
Nasarawa,North Central,2019-08-01,225.6
Nasarawa,North Central,2019-09-01,252.6
Nasarawa,North Central,2019-10-01,225.692307692308
Nasarawa,North Central,2019-11-01,214.142857142857
Nasarawa,North Central,2019-12-01,217.3520411532911
Nasarawa,North Central,2020-01-01,231
Nasarawa,North Central,2020-02-01,218.91291579550204
Nasarawa,North Central,2020-03-01,207.77777777777777
Nasarawa,North Central,2020-04-01,217.818181818182
Nasarawa,North Central,2020-05-01,218.01973334254254
Nasarawa,North Central,2020-06-01,218.97040225239013
Nasarawa,North Central,2020-07-01,220.9167880269362
Nasarawa,North Central,2020-08-01,215.625
Nasarawa,North Central,2020-09-01,221.8181818181818
Nasarawa,North Central,2020-10-01,209.28571428571428
Nasarawa,North Central,2020-11-01,196.33333333333334
Nasarawa,North Central,2020-12-01,218.8
Nasarawa,North Central,2021-01-01,213.88888888888889
Nasarawa,North Central,2021-02-01,224.54545454545453
Nasarawa,North Central,2021-03-01,226.1
Nasarawa,North Central,2021-04-01,237.66666666666666
Nasarawa,North Central,2021-05-01,213.88888888888889
Nasarawa,North Central,2021-06-01,244.83333333333334
Nasarawa,North Central,2021-07-01,262.8
Nasarawa,North Central,2021-08-01,244.41666666666666
Nasarawa,North Central,2021-09-01,241.22222222222223
Nasarawa,North Central,2021-10-01,254.1
Nasarawa,North Central,2021-11-01,293.8888888888889
Nasarawa,North Central,2021-12-01,315
Nasarawa,North Central,2022-01-01,287.5
Nasarawa,North Central,2022-02-01,315
Nasarawa,North Central,2022-03-01,450
Nasarawa,North Central,2022-04-01,701
Nasarawa,North Central,2022-05-01,683.75
Nasarawa,North Central,2022-06-01,715
Nasarawa,North Central,2022-07-01,768.8888888888889
Nasarawa,North Central,2022-08-01,797.2727272727273
Nasarawa,North Central,2022-09-01,806.923076923077
Nasarawa,North Central,2022-10-01,845.3846153846154
Nasarawa,North Central,2022-11-01,858.888888888889
Nasarawa,North Central,2022-12-01,850.888888888889
Nasarawa,North Central,2023-01-23,828.8888888888889
Nasarawa,North Central,2023-02-23,810
Nasarawa,North Central,2023-03-23,820.222222222222
Nasarawa,North Central,2023-04-23,860.222222222222
Nasarawa,North Central,2023-05-23,858.888888888889
Nasarawa,North Central,2023-06-23,857
Niger,North Central,2019-01-01,218
Niger,North Central,2019-02-01,221.42857142857142
Niger,North Central,2019-03-01,241.875
Niger,North Central,2019-04-01,241.9
Niger,North Central,2019-05-01,220.625
Niger,North Central,2019-06-01,231.66666666666666
Niger,North Central,2019-07-01,243.75
Niger,North Central,2019-08-01,257.14
Niger,North Central,2019-09-01,253.75
Niger,North Central,2019-10-01,230
Niger,North Central,2019-11-01,221.25
Niger,North Central,2019-12-01,221.42857142857142
Niger,North Central,2020-01-01,228.57142857142858
Niger,North Central,2020-02-01,221.42857142857142
Niger,North Central,2020-03-01,238.75
Niger,North Central,2020-04-01,222.22222222222223
Niger,North Central,2020-05-01,218.33333333333334
Niger,North Central,2020-06-01,240
Niger,North Central,2020-07-01,233.75
Niger,North Central,2020-08-01,235
Niger,North Central,2020-09-01,247.77777777777777
Niger,North Central,2020-10-01,242.5
Niger,North Central,2020-11-01,250
Niger,North Central,2020-12-01,235
Niger,North Central,2021-01-01,251.25
Niger,North Central,2021-02-01,243.1818181818182
Niger,North Central,2021-03-01,238.33333333333334
Niger,North Central,2021-04-01,250
Niger,North Central,2021-05-01,248.75
Niger,North Central,2021-06-01,260
Niger,North Central,2021-07-01,252.85714285714286
Niger,North Central,2021-08-01,255.71428571428572
Niger,North Central,2021-09-01,264
Niger,North Central,2021-10-01,260
Niger,North Central,2021-11-01,246
Niger,North Central,2021-12-01,276
Niger,North Central,2022-01-01,291.25
Niger,North Central,2022-02-01,312.142857142857
Niger,North Central,2022-03-01,515
Niger,North Central,2022-04-01,615
Niger,North Central,2022-05-01,673.5
Niger,North Central,2022-06-01,746.25
Niger,North Central,2022-07-01,783.333333333333
Niger,North Central,2022-08-01,821.6666666666666
Niger,North Central,2022-09-01,841.6666666666666
Niger,North Central,2022-10-01,816.6666666666666
Niger,North Central,2022-11-01,822.5
Niger,North Central,2022-12-01,826.222222222222
Niger,North Central,2023-01-23,835.7142857142857
Niger,North Central,2023-02-23,850
Niger,North Central,2023-03-23,856.428571428571
Niger,North Central,2023-04-23,896.428571428571
Niger,North Central,2023-05-23,875.555555555556
Niger,North Central,2023-06-23,873.333333333333
Ogun,South West,2019-01-01,222.46666666666667
Ogun,South West,2019-02-01,221.4375
Ogun,South West,2019-03-01,225.83333333333334
Ogun,South West,2019-04-01,226.45
Ogun,South West,2019-05-01,215.3125
Ogun,South West,2019-06-01,217
Ogun,South West,2019-07-01,216.28571428571428
Ogun,South West,2019-08-01,226.07
Ogun,South West,2019-09-01,225.0625
Ogun,South West,2019-10-01,223.88888888888889
Ogun,South West,2019-11-01,233.72727272727272
Ogun,South West,2019-12-01,216.35714285714286
Ogun,South West,2020-01-01,218
Ogun,South West,2020-02-01,222.66666666666666
Ogun,South West,2020-03-01,221.9090909090909
Ogun,South West,2020-04-01,215.5
Ogun,South West,2020-05-01,211.11111111111111
Ogun,South West,2020-06-01,220.5545379115722
Ogun,South West,2020-07-01,219.090909090909
Ogun,South West,2020-08-01,209.9
Ogun,South West,2020-09-01,200.4
Ogun,South West,2020-10-01,199.9
Ogun,South West,2020-11-01,205
Ogun,South West,2020-12-01,211.92307692307693
Ogun,South West,2021-01-01,210.71428571428572
Ogun,South West,2021-02-01,215.23529411764707
Ogun,South West,2021-03-01,227.91666666666666
Ogun,South West,2021-04-01,228.42857142857142
Ogun,South West,2021-05-01,233.86666666666667
Ogun,South West,2021-06-01,245.71428571428572
Ogun,South West,2021-07-01,246.22222222222223
Ogun,South West,2021-08-01,261.6666666666667
Ogun,South West,2021-09-01,266.53333333333336
Ogun,South West,2021-10-01,275.35714285714283
Ogun,South West,2021-11-01,285.5
Ogun,South West,2021-12-01,299.15384615384613
Ogun,South West,2022-01-01,304.214285714286
Ogun,South West,2022-02-01,345
Ogun,South West,2022-03-01,512
Ogun,South West,2022-04-01,683.125
Ogun,South West,2022-05-01,687.857142857143
Ogun,South West,2022-06-01,705.833333333333
Ogun,South West,2022-07-01,773.5714285714286
Ogun,South West,2022-08-01,828.3333333333334
Ogun,South West,2022-09-01,829.666666666667
Ogun,South West,2022-10-01,811.3333333333334
Ogun,South West,2022-11-01,828.181818181818
Ogun,South West,2022-12-01,842.5
Ogun,South West,2023-01-23,836.6666666666666
Ogun,South West,2023-02-23,844.2857142857143
Ogun,South West,2023-03-23,854
Ogun,South West,2023-04-23,814
Ogun,South West,2023-05-23,846.363636363636
Ogun,South West,2023-06-23,782
Ondo,South West,2019-01-01,224.375
Ondo,South West,2019-02-01,233
Ondo,South West,2019-03-01,234.5
Ondo,South West,2019-04-01,235.11
Ondo,South West,2019-05-01,227.5
Ondo,South West,2019-06-01,232.69230769230768
Ondo,South West,2019-07-01,225
Ondo,South West,2019-08-01,230.38
Ondo,South West,2019-09-01,224.16666666666666
Ondo,South West,2019-10-01,221.78571428571428
Ondo,South West,2019-11-01,218.63636363636363
Ondo,South West,2019-12-01,239.23076923076923
Ondo,South West,2020-01-01,230
Ondo,South West,2020-02-01,230
Ondo,South West,2020-03-01,240
Ondo,South West,2020-04-01,220.55555555555554
Ondo,South West,2020-05-01,213.5
Ondo,South West,2020-06-01,227.03161875402625
Ondo,South West,2020-07-01,222.083333333333
Ondo,South West,2020-08-01,213.33333333333334
Ondo,South West,2020-09-01,218.63636363636363
Ondo,South West,2020-10-01,220.5
Ondo,South West,2020-11-01,220.5
Ondo,South West,2020-12-01,215.8
Ondo,South West,2021-01-01,223.84615384615384
Ondo,South West,2021-02-01,209.69230769230768
Ondo,South West,2021-03-01,221.92307692307693
Ondo,South West,2021-04-01,231.07142857142858
Ondo,South West,2021-05-01,245.76923076923077
Ondo,South West,2021-06-01,258.75
Ondo,South West,2021-07-01,248.07692307692307
Ondo,South West,2021-08-01,246.66666666666666
Ondo,South West,2021-09-01,249.58333333333334
Ondo,South West,2021-10-01,268.8888888888889
Ondo,South West,2021-11-01,271.6666666666667
Ondo,South West,2021-12-01,262.84615384615387
Ondo,South West,2022-01-01,313.92857142857144
Ondo,South West,2022-02-01,333.333333333333
Ondo,South West,2022-03-01,622
Ondo,South West,2022-04-01,678.214285714286
Ondo,South West,2022-05-01,702.727272727273
Ondo,South West,2022-06-01,702
Ondo,South West,2022-07-01,842.1428571428571
Ondo,South West,2022-08-01,850
Ondo,South West,2022-09-01,859.230769230769
Ondo,South West,2022-10-01,828.5714285714286
Ondo,South West,2022-11-01,834.166666666667
Ondo,South West,2022-12-01,856.363636363636
Ondo,South West,2023-01-23,859.153846153846
Ondo,South West,2023-02-23,868.3333333333334
Ondo,South West,2023-03-23,859.85
Ondo,South West,2023-04-23,819.85
Ondo,South West,2023-05-23,823.333333333333
Ondo,South West,2023-06-23,765.833333333333
Osun,South West,2019-01-01,230.625
Osun,South West,2019-02-01,237.142857142857
Osun,South West,2019-03-01,240.27777777777777
Osun,South West,2019-04-01,245.55
Osun,South West,2019-05-01,230.2941176470588
Osun,South West,2019-06-01,231
Osun,South West,2019-07-01,237.69230769230768
Osun,South West,2019-08-01,226.9
Osun,South West,2019-09-01,232.08333333333334
Osun,South West,2019-10-01,231.66666666666666
Osun,South West,2019-11-01,221.42857142857142
Osun,South West,2019-12-01,227.5
Osun,South West,2020-01-01,229.64285714285714
Osun,South West,2020-02-01,233.63636363636363
Osun,South West,2020-03-01,220.45454545454547
Osun,South West,2020-04-01,229.23076923076923
Osun,South West,2020-05-01,220
Osun,South West,2020-06-01,228.37541503748713
Osun,South West,2020-07-01,228.15805036938121
Osun,South West,2020-08-01,224.090909090909
Osun,South West,2020-09-01,212.363636363636
Osun,South West,2020-10-01,210.54545454545453
Osun,South West,2020-11-01,192.66666666666666
Osun,South West,2020-12-01,201.0909090909091
Osun,South West,2021-01-01,194.6
Osun,South West,2021-02-01,206.5
Osun,South West,2021-03-01,224
Osun,South West,2021-04-01,240.6153846153846
Osun,South West,2021-05-01,239.0909090909091
Osun,South West,2021-06-01,240.9090909090909
Osun,South West,2021-07-01,249.58333333333334
Osun,South West,2021-08-01,258.3333333333333
Osun,South West,2021-09-01,255.27272727272728
Osun,South West,2021-10-01,260.22222222222223
Osun,South West,2021-11-01,318.3076923076923
Osun,South West,2021-12-01,306.3
Osun,South West,2022-01-01,328.888888888889
Osun,South West,2022-02-01,337
Osun,South West,2022-03-01,607.777777777778
Osun,South West,2022-04-01,707
Osun,South West,2022-05-01,716
Osun,South West,2022-06-01,740
Osun,South West,2022-07-01,816.6666666666666
Osun,South West,2022-08-01,823.5714285714286
Osun,South West,2022-09-01,835.454545454545
Osun,South West,2022-10-01,828
Osun,South West,2022-11-01,830.00916666667
Osun,South West,2022-12-01,842.5
Osun,South West,2023-01-23,851.111111111111
Osun,South West,2023-02-23,848.6363636363636
Osun,South West,2023-03-23,856.25
Osun,South West,2023-04-23,836.25
Osun,South West,2023-05-23,832
Osun,South West,2023-06-23,799.333333333333
Oyo,South West,2019-01-01,232.14285714285714
Oyo,South West,2019-02-01,231.75
Oyo,South West,2019-03-01,228.8235294117647
Oyo,South West,2019-04-01,229.78
Oyo,South West,2019-05-01,228.8095238095238
Oyo,South West,2019-06-01,226.66666666666666
Oyo,South West,2019-07-01,227.10526315789474
Oyo,South West,2019-08-01,221
Oyo,South West,2019-09-01,223.8
Oyo,South West,2019-10-01,215.7391304347826
Oyo,South West,2019-11-01,222
Oyo,South West,2019-12-01,220
Oyo,South West,2020-01-01,230.5
Oyo,South West,2020-02-01,223.4090909090909
Oyo,South West,2020-03-01,225.4
Oyo,South West,2020-04-01,213
Oyo,South West,2020-05-01,215.52631578947367
Oyo,South West,2020-06-01,221.95492287842202
Oyo,South West,2020-07-01,217.8125
Oyo,South West,2020-08-01,221.27565705815402
Oyo,South West,2020-09-01,219.12192782948097
Oyo,South West,2020-10-01,198.533333333333
Oyo,South West,2020-11-01,197.57142857142858
Oyo,South West,2020-12-01,202.1875
Oyo,South West,2021-01-01,208.2941176470588
Oyo,South West,2021-02-01,220
Oyo,South West,2021-03-01,239.0625
Oyo,South West,2021-04-01,244.28571428571428
Oyo,South West,2021-05-01,243.88888888888889
Oyo,South West,2021-06-01,254.7058823529412
Oyo,South West,2021-07-01,264.72222222222223
Oyo,South West,2021-08-01,284.5882352941176
Oyo,South West,2021-09-01,267.5625
Oyo,South West,2021-10-01,273.133333333333
Oyo,South West,2021-11-01,293.3333333333333
Oyo,South West,2021-12-01,326.25
Oyo,South West,2022-01-01,328.75
Oyo,South West,2022-02-01,372.38461538461536
Oyo,South West,2022-03-01,632
Oyo,South West,2022-04-01,704
Oyo,South West,2022-05-01,707.333333333333
Oyo,South West,2022-06-01,726
Oyo,South West,2022-07-01,860
Oyo,South West,2022-08-01,835.8823529411765
Oyo,South West,2022-09-01,813.5294117647059
Oyo,South West,2022-10-01,838.75
Oyo,South West,2022-11-01,843.846153846154
Oyo,South West,2022-12-01,837.6190476190476
Oyo,South West,2023-01-23,839.5238095238095
Oyo,South West,2023-02-23,837.5
Oyo,South West,2023-03-23,836.142857142857
Oyo,South West,2023-04-23,826.142857142857
Oyo,South West,2023-05-23,835.3125
Oyo,South West,2023-06-23,789.285714285714
Plateau,North Central,2019-01-01,219.33333333333334
Plateau,North Central,2019-02-01,207.5
Plateau,North Central,2019-03-01,217
Plateau,North Central,2019-04-01,219.11
Plateau,North Central,2019-05-01,217.5
Plateau,North Central,2019-06-01,183.33333333333334
Plateau,North Central,2019-07-01,202
Plateau,North Central,2019-08-01,220
Plateau,North Central,2019-09-01,229
Plateau,North Central,2019-10-01,218
Plateau,North Central,2019-11-01,225
Plateau,North Central,2019-12-01,237.5
Plateau,North Central,2020-01-01,230
Plateau,North Central,2020-02-01,207.5
Plateau,North Central,2020-03-01,228.571428571429
Plateau,North Central,2020-04-01,235
Plateau,North Central,2020-05-01,213.5
Plateau,North Central,2020-06-01,214.28571428571428
Plateau,North Central,2020-07-01,212.5
Plateau,North Central,2020-08-01,205.83333333333334
Plateau,North Central,2020-09-01,220
Plateau,North Central,2020-10-01,201.83333333333334
Plateau,North Central,2020-11-01,235
Plateau,North Central,2020-12-01,233.75
Plateau,North Central,2021-01-01,227.14285714285714
Plateau,North Central,2021-02-01,208.57142857142858
Plateau,North Central,2021-03-01,207.5
Plateau,North Central,2021-04-01,226
Plateau,North Central,2021-05-01,238.33333333333334
Plateau,North Central,2021-06-01,218.90079825045888
